PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
4973,Haidinger,Gebrueder,,,,,"Beschreibung der verbesserten Rußöfen aus Steinkohlen, Braunkohle, Kohlenklein, Holzabfälle etc","Druckerschwärze, Rußofen",Elbogen,,1843,28.03.1843
"",,,,,,,Beschreibung des Verfahrens beim Pressen verschiedener Eiserner und Stählerner Bestandtheile,,,,,
4974,Eisenbach,Kaspar,,,,,,"Eisen, Stahl, Pressen, Schmieden",Würbenthal,,1844,10.04.1844
"",,,,,,,in weiß warmem Zustande,,,,,
"",,,,,,,Beschreibung ... der eingesandten Zeichnung des von mir zur praktischen anwendung gebrachten,,,,,
"",,,,,,,"neu erfundenem Kolbens, anwendbar für rotirende Dampfmaschinen mit Hochdruck oder",,Freiburg/Schlesi,,,
4975,Amphlett,Thomas,,,,,,Drehkolben,,,1844,16.02.1844
"",,,,,,,"Condensation, als Luftpumpe für Condensations-Maschinen, als Locomotive, als auch als Hebe-",,en,,,
"",,,,,,,"oder Druck-Pumpe für Schiffe, Bergwerke und von besonderem Vortheil als Feuerspritze",,,,,
"",,,,,,,"Beschreibung der gewöhnlichen Metalltücher, welche zur Verfertigung des Papiers ohne Ende auf",,,,,
4976,Haase,Gottlieb,& Söhne,,,,,"Rotationspapier, Sieb, Drahtgewebe",Prag,,1844,15.03.1844
"",,,,,,,Papiermaschinen erforderlich sind,,,,,
"",,,,,,,Beschreibung einer sehr wesentlichen Verbesserung des neuen Maschinen- und Manipulations-,,,,,
"",,,,,,,,"Farbholzmühle, Extraktionsapparat,",,,,
4977,Dietz,Johann,,,,,"Systems zur Zerkleinerungs der verschiedenen Farbmaterialien, und zur gleichzeitigen Extraktion",,Wien,,1844,30.03.1844
"",,,,,,,,Farbextrakt,,,,
"",,,,,,,der darin befindlichen Farbpigmente mittelst Dampfes,,,,,
4978,Dixon,Abraham,,,,,Beschreibung von einer Verbesserung im Prozeße der Glasversilberung,"Spiegel, Belegen/Spiegel",Wien,,1844,19.03.1844
"",,,,,,,"Beschreibung einer neuen Erfindung in einer neuen Manier, Stahl- und Eisenstangen zu verbinden,",,,,,
4979,Haswell,John,,,,,,"Wagenrad, Radkranz",Wien,,1846,20.02.1846
"",,,,,,,um Eisenbahn Rad-Tyres zu erzeugen,,,,,
"",,,,,,,Beschreibung einer Ziegelmaschine nach dem Tweedal'schen Prinzipe mit mehreren,,Inzersdorf/Wien,,,
4980,Weber,Georg,,,,,,Ziegelmaschine,,,1846,16.02.1846
"",,,,,,,Verbesserungen,,erberg,,,
4981,Salomon,Joseph,,,,,Recept ... zur Bereitung einer ... neu erfundenen Wasserdichten Lagier Wichse,Lack/wasserdichter,Prag,,1847,16.04.1847
"",,,,,,,Descrizione dettagliata della macchina per fare le cosi dette Punte di Parigi o chiedi col filo ferro,,Castello sopra,,,
4982,Badonie,Giuseppe,,,,,,Nagel,,,1843,07.02.1843
"",,,,,,,[Nagelmaschine],,Lecco,,,
"",,,,,,,"Beschreibung einer neuen Erfindung von Kerzen, welche von dem Erfinder nach seinem Namen",,,,,
4983,Milly,Adrian Gustav de,,,,,,"Kerzengießapparat, Kerze",Wien,,1837,30.05.1837
"",,,,,,,"""Milly Kerzen"" genannt werden ...",,,,,
"",,,,,,,"Erklärung der beiliegenden Zeichnung, die Verbesserung betreffend, welche die Mechaniker",,,,,
4984,Helbig,Friedrich,Mueller,Leo,,,,Schnelldruckpresse,Wien,,1839,26.03.1839
"",,,,,,,Helbig & Müller an ihrer Buchdrukker-Schnellpresse angebracht haben,,,,,
"",,,,,,,"Beschreibung der von Heinrich Daniel Schmid, Chef des Hauses Rolle & Schwilgue und Agent von",,,,,
"",,,,,,,"J.J. Meyer & Co. in Mulhausen und von Sharp Brothers & Co. in Manchester, wohnhaft zu Wien ...,",,,,,
4985,Schmid,Heinrich Daniel,,,,,,"Kran, Waage",Wien,,1844,29.05.1844
"",,,,,,,"gemachten neuen Erfindung von Kranich-Wagen, ... mittelst welchen eine Last aufgehoben und",,,,,
"",,,,,,,"zugleich ihr Gewicht bestimmt werden kann, ...",,,,,
4986,Haswell,John,,,,,"Beschreibung einer neuen Methode Stahl zu erzeugen, ...","Gerbstahl, Paketieren",Wien,,1846,31.03.1846
"",,,,,,,"Beschreibung eines Systems von Maschinen, Fuhrwerken, u. anderen Vorrichtungen, die zu",,,,,
"",,,,,,,,"Erdbau, Damm, Förderband, Kaps,",,,,
4987,Jaek,Etienne,Journet,Pierre,,,"Aufführung von Erdwällen, zur Fortschaffung von Erde und Materialien, u. zu verschiedenen",,Wien,,1846,19.02.1846
"",,,,,,,,Aufzug,,,,
"",,,,,,,anderen Zwecken anwendbar sind,,,,,
4988,Jaeger,Franz,,,,,Beschreibung des Dungpulvers von Mähring oder Menschen-Urin und Koth [Abschrift],"Exkremente, Urin, Düngergewinnung",Wien,,1848,19.04.1848
4989,Roediger,Friedrich,,,,,Beschreibung eines neuen Bruchbandes,Bruchband,Wien,,1847,05.11.1847
4990,Punshon,John,,,,,"Beschreibung einer verbeßerten Dampfmaschine, ...","Schiffsantrieb, Dampfmaschine",Wien,,1839,17.05.1839
