PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
"",,,,,,,"Beschreibung der ... Verbesserung, in Hinsicht der schon bestehenden Nachtlampen ohne Docht,",,,,,
597,Ruehm,Wilhelm,,,,,,Lampe,Wien,,1827,31.08.1827
"",,,,,,,...,,,,,
"",,,,,,,Beschreibung der ... neu erfundenen mechanischen Räderschuhen deren Bestandtheile,,,,,
598,Loehner,August,,,,,"nachfolgend angegeben, und in der hier angschloßenen Zeichnung in Numerischer Ordnung",Rollschuh,Wien,,1825,12.09.1825
"",,,,,,,bezeichnet sind,,,,,
"",,,,,,,"Beschreibung der Erfindung von Composition, Chaniere und Spiteln oder Beschlägen oben auf",,,,,
599,Winkelmann,Nikolaus sen.,Winkelmann,Nikolaus jun.,,,,"Regenschirm, Sonnenschirm",Wien,,1825,08.02.1825
"",,,,,,,Fischbeiner der Sonn- und Regenschirme zu giessen,,,,,
"",,,,,,,"Beschreibung der Erfindung, welche darin bestehet: Eine Mengung von Tiegel- oder Lehmerde",,,,,
600,Hardtmuth,Karl,Hardtmuth,Ludwig,,,und Sand durch Zugabe anderer Stoffe in verhältnismäßig geringer Quantität vollkommen,Schamottestein,Wien,,1829,23.12.1829
"",,,,,,,feuerfest zu machen,,,,,
"",,,,,,,"Beschreibung der ... Erfindung alle Gattungen furnirter Tischlerwaaren mit einer fliessigen Kitte,",,,,,
601,Lott,Heinrich,,,,,,Furnieren,Wien,,1825,16.12.1825
"",,,,,,,"statt des bisherigen Tischlerleimes zu verfertigen, ...",,,,,
