PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,Ort,Jahr,Einreichdatu
"",,,,,,,einfachere und schnellere Art sogleich matt oder Glanz vergoldet werden können,,,,
"",,,,,,,"Beschreibung der von Gefertigten gemachten Erfindung genannt Eläochalcographie, oder der",,,,
844,Rothmueller,Anton,,,,,"Kunst, bildliche Gegenstände mittelst der Kupfer- und lithographischen Abddrücke mit Oehlfarben","Kufperdruck, Lithographie, Kolorieren",Wien,1824,08.09.1824
"",,,,,,,zu coloriren,,,,
"",,,,,,,"Beschreibung der ... Erfindung, und Verbesserung, welche ... darin bestehen:-..., daß bey",,,,
845,Obersteiner,Alois,,,,,Hammerwerken für die kleinen Hämmer: ... statt der bisherigen hölzernen Helme ... gußeiserne,Hammer,Bruck/Mur,1826,11.04.1826
"",,,,,,,"angewendet werden können, ...",,,,
"",,,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht: ""den Absatz aller Gattungen Seide, dann",,,,
"",,,,,,,"Seiden- und Halbseiden-Waaren dadurch zu befördern, daß er selbe durch zubereitete, von ihm","Seide/Lagerung, Lagerung/Seide,",,,
846,Englaender,Salomon,,,,,,,Wien,1825,25.08.1825
"",,,,,,,"erfundene Mittel dergestalt zurichtet, daß sie durch langes Liegen, selbst in feuchten Orten, ihre",Feuchtigkeitsschutz,,,
"",,,,,,,"Farbe nicht verlieren, und immer die ursprüngliche Qualität erhalten""",,,,
"",,,,,,,"... zeigen hiermit geziemend an, eine neue Verbesserung gemacht zu haben, welche ... darin",,,,
847,Kauffmann,Christian,Kauffmann,Karl,,,,"Dessin/Metall, Prägemaschine",Wien,1826,13.09.1826
"",,,,,,,"besteht: Eine Preßmaschine, um verschiedene Dessins auf alle art Mettalbleche einzudrücken, ...",,,,
