PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
480,Mueller,Mathias,Sochel,Johann Gottlieb,,,Beschreibung des Flossen Wasserrades,"Wasserrad, Wasserturbine",Wien,,1822,21.10.1822
481,Benkert,Anton,Knezaurek,Joseph,,,Beschreibung der Luftpressen,"Luftpresse, Filterpresse",Wien,,1822,01.10.1822
482,Winterhalter,Stephan,,,,,"Beschreibung der ... Erfindung, welche ... in einer Tobak Schneidemaschine besteht, ...",Tabakschneidemaschine,Wien,,1822,26.01.1822
483,Besozzi,Ludwig,,,,,Beschreibung der Erzeugung der verbesserten elastischen Metallschreibfedern,Schreibfeder,Wien,,1822,17.07.1822
"",,,,,,,"Beschreibung: Die Verbesserung der Fabrikation des Rhums, welcher Zucker-Rhum genannt wird,",,,,,
484,Bergamenter,Sigmund,,,,,,Rum,Wien,,1822,01.10.1822
"",,,,,,,...,,,,,
485,Herold,Friedrich,,,,,Beschreibung des Gesundheits oder Kinder Caffee's,Kaffee,Wien,,1821,21.11.1821
486,Schmidt,Fidelis,,,,,"Beschreibung der ... Verbesserung bey der Erzeugung des künstlichen Weinpunsches, ...",Punsch,Wien,,1822,24.10.1822
487,Cortivo,Mattio,,,,,"Descrizione della scoperta di miglioramento, che ... consiste ... di un Archibujo ... [Flintenschloß]","Gewehrschloß, Jagdgewehr",Vicenza,,1825,04.01.1825
488,Huber,Vincenzo,,,,,"Descrizione e spiegazione delle Latrine portatile senza odore di Mathieu, ...",Exkremente,Milano,,1825,09.04.1825
"",,,,,,,"Essig Anfertigung. Anfertigung der Maische mit Dampf-Auflösung, Rosoglio Recepte. Angabe und",,,,,
489,Waegner,Franz,,,,,"Bereitung der Stoffe, aus welchen allein oder mittelst Mischung von selben Essig angefertigt wird:","Essig, Rosoglio",Wien,,1828,31.10.1828
"",,,,,,,"Wein, Weingeist, Sirup, Stärkemehl, Gerste",,,,,
"",,,,,,,Beschreibung der ... auf die schon seit 4 Jahre in Umlauf gesetzte Mechanische Wäsch Maschine,,,,,
490,Schelivsky,Vinzenz,,,,,,Waschmaschine,Wien,,1822,23.02.1822
"",,,,,,,gemachte Verbesserung und wessentliche Vortheile,,,,,
"",,,,,,,"Beschreibung und Erklärung der Zeichnungen, darstellend die neu erfundene Hemmung und","Pendeluhr, Kompensationspendel,",,,,
491,Sandhaas,Johann,Sonnenthal,Joseph v.,,,,,Wien,,1822,02.12.1822
"",,,,,,,Kompensation für Pendul auf Uhren,Hemmung,,,,
"",,,,,,,"Beschreibung der ... erfundenen Verbesserung in der Samt- und Samtband-Fabrikation, welche",,,,,
"",,,,,,,"darin besteht, die Samthöhe in Samet, und Sametbändern von Seide oder Baumwolle auf",,,,,
492,Mohr,Anton,,,,,,"Samt, Samtband, Bandstuhl",Wr.Neustadt,,1822,30.07.1822
"",,,,,,,"gewöhnlichen Schub- oder Mühlstühlen, sowie auch auf Maschinenstühlen mit Wassertrieb ohne",,,,,
"",,,,,,,Gebrauch der Nadeln im einfachen Lauffe zu erzeugen,,,,,
"",,,,,,,"Beschreibung, wie die von mir erfundenen Schauben-Schuhe und die von mir verbesserten Nagel-",,,,,
493,Brecht,August v.,,,,,,Schuh,Stuttgart,,1822,20.06.1822
"",,,,,,,Schuhe verfertigt werden,,,,,
494,Bodenstein,Joseph,,,,,Knochen Leimßiederey,Leim,Wien,,1822,23.08.1822
"",,,,,,,"Beschreibung der ... Verbesserung, welche ... darin besteht, daß er 1. die ... Tafelöhlgattungen aus",,,,,
"",,,,,,,"inländischen früchten und Samengattungen ... zu machen, 2. das ... Brennöl ... zu reinigen ... 3. Ein",,,,,
495,Ruziczka,Joseph,,,,,"mit aromathischen Geruch gesättigtes ... Brennöl ... zu bereiten, 4. das Mandel- und","Oel, Wichse",Wien,,1822,23.12.1822
"",,,,,,,"Sonnenblumensamenöhl ... zu reinigen, 5. Das ... zurückgebliebene, ... zur Bereitung einer guten",,,,,
"",,,,,,,Oelglanzwichse zu verwenden ... im Stande sey,,,,,
"",,,,,,,"Beschreibung der Erfindung, das Kochsalz zur Glaserzeugung anstaat der Soda und dem",,,,,
496,Zich,Joseph,,,,,"Glaubersalze /Kohlensauren und schwefelsauren Natron:/ anzuwenden, und aus selben eine Art","Glas, Kochsalz/Glas",Schwarzau,,1822,25.03.1822
"",,,,,,,"Schmelzmittel unter dem Namen ""rohe und ausgelaugte Soda"" zu bereiten",,,,,
"",,,,,,,"Erfindung einer neuen Druckart, welche in wesentlichen darin bestehet, daß durch eine",,,,,
"",,,,,,,Chemische Vorrichtung von einer gestochenen Messing oder Zin- und Kupferplatte mehr als,,,,,
497,Kuehn,Ignaz,,,,,,Kupferdruck,Wien,,1822,17.04.1822
"",,,,,,,"30.000 gute und schöne Abdrücke geliefert werden können, von welchen man bisher nicht 6.000",,,,,
"",,,,,,,brauchbare bekommen konnte,,,,,
