PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
4532,Boner,F. Anton,,,,,"erfunden zu haben glaubt, um auf Eisenbahnen mit Locomotiven, und deren Lasten bergauf und",Zahnradbahn,Wien,,1843,11.02.1843
"",,,,,,,"bergab, und zwar ohne Hinderniss fahren zu können",,,,,
4533,Pokorny,Michael,,,,,"Beschreibung der ... Erfindung der gänzlich feuersicheren Zigarren-Röhren, ...",Zigarrenspitze,Wien,,1847,27.10.1847
"",,,,,,,"Beschreibung einer Methode, mittelst welcher Gegenstände, die sich mit Wasser leicht",,,,,
"",,Jakob Franz,,,,,"vermischen oder sich darin auflösen, gehoben werden, und welche sonach zu Wassbauten, als:","Wasserbau, Grundbau, Pfeiler, Pilote,",,,,
4534,Hemberger,,,,,,,,Wien,,1846,17.03.1846
"",,Heinrich,,,,,"Aufführung von Pfeilern, Eindämmungen, Dämmen, Wellenbrechern ... sowie auch zum Heben ...","Senkkasten, Pumpe, Schiffshebung",,,,
"",,,,,,,"versunkener Schiffe, Kaufmanngüter, und anderer Gegenstände ... anwendbar ist",,,,,
"",,,,,,,Beschreibung und Zeichnung einer neuen und eigenthümlichen Construction schmiedeiserner,,,,,
4535,Schoeller,Alexander,,,,,,"Druckluftbahn, Rohrleitung",Wien,,1847,31.03.1847
"",,,,,,,"Röhren für atmosphärische Eisenbahnen, ...",,,,,
"",,,,,,,Descrizione della nuova invenzione dell' Edificio gallegiante in mare ... per uso di bagno Sociale ...,,,,,
4536,Angeli,Domenico,,,,,,Badeschiff,Trieste,,1838,03.07.1838
"",,,,,,,[Badeschiff],,,,,
"",,,,,,,"Beschreibung der ... Verbesserung seiner bereits vor zehn Jahren erfundenen Drahtseil-Maschine,",,,,,
4537,Wurm,Franz Xaver,,,,,,"Drahtseil, Seilmaschine",Wien,,1845,01.02.1845
"",,,,,,,...,,,,,
4538,Steidl,Karl,,,,,Beschreibung der ... Erfindung von Knöpfen ohne Oehr ...,"Knopf, Hornbearbeitung, Presse",Wien,,1846,23.03.1846
4539,Nagel,Anton,,,,,... Privilegium auf Verbesserung der Pelotten der Bruchbänder ...,Bruchband,Wien,,1847,31.03.1847
"",,,,,,,,"Nivellierinstrument,",,,,
4541,Stampfer,Simon,Starke,Christoph,,,Beschreibung: I. Das Nivellirinstrument. II. der Distanzmesser,"Entfernungsmesser, Geodätische",Wien,,1836,11.06.1836
"",,,,,,,,Instrumente,,,,
4542,Hartinger,Franz,,,,,Beschreibung und Zeichnung der neu erfundenen Tüchel-Druckmaschine,"Zeugdruck, Druckmaschine",Wien,,1844,23.03.1844
4543,Kordon,Franz,,,,,Beschreibung und Zeichnung der ... Erfindung einer neuen Stanzenpresse ...,Stanze,Wien,,1846,09.05.1846
4544,Moser,Joseph,,,,,Beschreibung der neu erfundenen Verbesserung im Wagenbaue ...,Wagen,Wien,,1842,25.03.1842
4545,Schmitt,Georg,,,,,Specification einer Verbesserung in der Fabrication der gerollten Gerste,"Rollgerste, Graupenmühle",Wien,,1846,14.02.1846
"",,,,,,,"Descrizione della nuova scoperta d'invenzione e miglioramento, la quale consiste ... eseguire le","Hausnummer, Straßenbezeichnung,",,,,
4546,Pellizzari,Antonio,,,,,,,Venezia,,1835,08.05.1835
"",,,,,,,numerazioni del Casaggiuto ... [Haus- und Straßenbezeichnung],Schablone,,,,
"",,,,Simon sen.&,,,,,,,,
4547,Komposch,Jakob,Komposch,,Komposch,Ignaz & Thomas,Beschreibung der Komposch'schen Kunst-Doppel-Bleischmelzofen,"Blei, Schmelzofen",Schwarzenbach,,1838,08.02.1838
"",,,,jun.,,,,,,,,
4548,Sonnermayer,Joseph,,,,,Beschreibung der Verbesserung eines Wirtschafts-Eintheilungs-Sparofen,Ofen,Wien,,1840,20.01.1840
"",,,,,,,Beschreibung des neuen Verfahrens in der Bildhauerarbeit durch Abformung auf warmem Wege,,,,,
4549,Dumoutier,Narciss,,,,,,"Abguß, Matrize, Bildhauerei",Wien,,1843,14.01.1843
"",,,,,,,...,,,,,
"",,,,,,,,"Nagel, Niete, Kopfstauchen,",,,,
4550,Hecker,Heinrich,Stein,Johann Georg,,,Beschreibung der Nieten & Nägel Köpfelmaschine ...,,Wien,,1843,30.01.1843
"",,,,,,,,Stauchmaschine,,,,
