PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
3876,Till,Joseph,,,,,Beschreibung der ... Erfindung einer Graupenmühle ...,Graupenmühle,,,1833,12.06.1833
"",,,,,,,,,Kreis Prerau,,,
"",,,,,,,Beschreibung der ... Erfindung ...: Das Schmiede-Eisen durch die Anwendung chemischer Mittel,,,,,
"",,,,,,,,"Roheisen, Eisenfreischen, Puddelofen,",,,,
3877,Boehm,Theobald,Schafhaeutl,Karl,,,während des Puddling-Frischprozesses zu verbessern u. von seinen schädlichen beymischungen zu,,München,,1835,20.09.1835
"",,,,,,,,Raffinade/Eisen,,,,
"",,,,,,,reinigen u. zur Stahlbereitung zu qualificiren,,,,,
"",,,,,,,Erklärung einer Erfindung von gewissen Verbesserungen in den Manufactur-,,,,,
"",,,,,,,,"Berlinerblau, Cochenille, Rot, Tinte,",,,,
3878,Davy,Henry Savill,Newton,William Edward,,,Färbereygegenständen und in der Hervorbringung einer besseren Brauchbarkeit von gewissen,,Peggau,,1838,11.04.1838
"",,,,,,,,"Färben, Beize, Extraktionsapparat",,,,
"",,,,,,,"Farben zum Färben, Peitzen und Schreiben",,,,,
"",,,,,,,"Erklärung von gewissen Verbesserungen in der Maschienerie oder in dem Apparate, um Wasser in",,,,,
"",,,,,,,"die Dampfkessel zu leiten, ebenso von gewissen neuen Vorrichtungen von einer Maschine zur",,,,,
"",,,,,,,,"Pumpe, Wasserhebemaschine,",,,,
3879,Newton,William Eduard,Davy,Henry Savill,,,"Erzeugung von mexikanischer Kraft mittelst des Dampfes oder anderer elastischen Flüssigkeiten,",,Prag,,1838,20.04.1838
"",,,,,,,,"Dampfmaschine, Drehschieber",,,,
"",,,,,,,oder kittelst des Druckes von Wasser; od. e. Maschine zur Forttreibung oder Hebung von,,,,,
"",,,,,,,Flüssigkeiten,,,,,
"",,,,,,,,"Kochsalz, Soda, Schwefelkies,",,,,
"",,,,,,,"Erklärung von gewissen Verbesserungen in der Anwendung der Producte, die man aus der",,,,,
3880,Berny,Miles,Davy,Henry Savill,,,,"Schwefelsäure, Eisenoxyd, Salzsaures,",Prag,,1838,23.04.1838
"",,,,,,,"Erzeugung der Soda aus Murias Soda, oder Koch- und Steinsalz oder salzhältigen Erde erhält",,,,,
"",,,,,,,,Manganoxyd,,,,
"",,,,,,,,"Ungeziefer, Mottenschutz,",,,,
3881,Adler,Jakob,Sattler,Joseph,Adler,Markus,Die Beschreibung des Mittel für das Ungeziefer der Wanzen und Motten ...,,Puschreibka,,1840,30.03.1840
"",,,,,,,,Wanzenvertilgung,,,,
3882,Varoni,Markus,,,,,Beschreibung einer Tragbaren Falten Brücke mit Fälzen und Rollen,"Brücke/Bewegliche, Pontonbrücke",Wien,,1840,26.08.1840
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß ein auf die Wasserkraft basirter Hobel zur ... Abholung der",,,,,
3883,Da Rio,Franz,,,,,,Hobelmaschine,Wildalpe,,1840,18.03.1840
"",,,,,,,Bretter ... den besten Vortheil gewährt,,,,,
