PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,,Dampfmaschine,,,,
"",,,,,,,Descrizione della nuova invenzione che ... consiste in sostanza: Nell'immergere l'astuccio ... con,,,,,
4028,Roversi,Giovanni,,,,,,Zündholzschachtel,Milano,,1840,10.04.1840
"",,,,,,,entro i solfanelli ... [Undurchsichtiges Futteral für Phosphorzündhölzchen],,,,,
"",,,,,,,Descrizione della nuova invenzione che ... consiste in sostanza in una macchina atta a preparare la,,,,,
4029,Sajno,Francesco,,,,,,Kaffeemaschine,Milano,,1841,29.03.1841
"",,,,,,,bibita di Caffè [Kaffeemaschine],,,,,
4030,Richter,Valentin,,,,,"Vorschrift für eine Dosis, von des wohlrichenden Haar Wassers",Haarwasser,Graz,,1838,05.07.1838
4031,Schupp,J.G.,,,,,Beschreibung der neu erfundenen Gesundheits-Sparr-Heitz-Oefen ...,Ofen,Wien,,1841,23.08.1841
4032,Kauffmann,Karl,,,,,Beschreibung über die neu verbesserten Moderateur- oder Mechaniklampen,Lampe,Wien,,1843,28.03.1843
4033,Bruell,Joseph,,,,,Beschreibung des Zug- und Geruchlosen Retiraden Apparats,Abort,Wien,,1844,09.03.1844
4034,Toft,Christian,,,,,Genaue Beschreibung der ... Verbesserung an Reitsätteln ...,Sattel,Wien,,1845,08.03.1845
4035,Davy,Henry Savill,,,,,Auseinandersetzung von Erfindungen in Dampf-Maschinen,Dampfmaschine,Wien,,1841,10.02.1841
4036,Dixon,Abraham,,,,,Beschreibung einer neuen Dampfmaschine mit Kreis-Bewegung,Dampfmaschine,Wien,,1841,08.02.1841
"",,,,,,,"Beschreibung der Erfindung, mittelst Pressen jede Gattung feuerfester Schmelztiegel aus einem",,,,,
"",,,,,,,,"Schmelztiegel, Pressen, Tonwaren,",,,,
4037,Weber,Franz,Weber,Johann,,,"Gemenge halb Graphit, halb Lehm statt der früher gewohnten Art mittelst Hafnerscheibe nun",,Krumau,,1841,22.03.1841
"",,,,,,,,Feuerfeste,,,,
"",,,,,,,gegenwärtig durch Compression substanziöser und dauerhafter zu erzeugen,,,,,
"",,,,,,,Beschreibung des ... neuen Systems zur Fabrication aller Sorten Schuhmacher-Arbeiten mit,,,,,
4038,Esperon,Edouard,,,,,,"Schuh, Stiefel, Schuhsohle",Paris,,1841,04.03.1841
"",,,,,,,gefügten wasserdichten Sohlen und ohne Nath ...,,,,,
"",,,,,,,Beschreibung der ... Erfindung und Verbesserung in der Bereitung der Farben zur Oehlmalerei,,,,,
4039,Fertbauer,Leopold,,,,,,Farbmühle,Wien,,1842,12.03.1842
"",,,,,,,durch eine von ihm erfundene Farbenreibmaschine ...,,,,,
4040,Brielmayer,Ferdinand,,,,,Beschreibung der Calque-Papier-Fabrikation ...,Pauspapier,Wien,,1844,27.03.1844
"",,,,,,,... Verbesserung für die neuen erfundenen ungenähten ... und auch allen genähten Kleidern die,,,,,
4041,Reithoffer,Johann Nepomuk,,,,,,Gummibekleidung,Wien,,1845,28.03.1845
"",,,,,,,"erforderliche Elasticität durch Anwendung eines neuen Verfahrens zu geben, ...",,,,,
