PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
1073,Nowotny,Thomas,,,,,,"Raffinade/Ruß, Knochenschwärze,",Theresienfeld,,1825,26.03.1825
"",,,,,,,"Flammrußes der Knochen und Hornschwärze, dann der Frankfurter Schwärze und der",,,,,
"",,,,,,,,"Hornschwärze, Frankfurterschwärze",,,,
"",,,,,,,Rebenschwärze,,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß er mit einem gewöhnlichen Doppellade auf einem",,,,,
1074,Tumfort,Johann,,,,,,"Bandstuhl, Dessin, Atlasband",Wien,,1823,17.10.1823
"",,,,,,,"Mühlstuhl ... Atlas FigurBand verfertige, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß mit einem chemisch zubereiteten Firnisse alle Seiden-",,,,,
"",,,,,,,,"Firnis, Wasserdichter Stoff,",,,,
1075,Emperger,Franz Anton Edl.v.,,,,,"Leinen und Baumwollen Zeuge etc., wasserdicht ... gemacht, auch demselben mit allen Farben ein",,Wien,,1824,21.04.1824
"",,,,,,,,Imprägnierung,,,,
"",,,,,,,schönes glänzendes Aussehen gegeben werde,,,,,
"",,,,,,,Beschreibung der ... erfundenen Atmospheer. Luftdruck Maschine; oder Erfindung die ... noch,,,,,
"",,,,,,,"unbenützte Kraft, den Druck der Atmospheere, welchen das Quecksilber gegen die Toricellische",,,,,
1076,Bernhard,Anton,,,,,,"Heißluftmaschine, Luftmotor",Budapest,,1824,30.03.1824
"",,,,,,,"Leere auf 28 Zoll steigen macht, zur Betreibung von Maschinen als Surrogat des Dampfes zu",,,,,
"",,,,,,,benützen,,,,,
1077,Fricke,Heinrich Ludwig,,,,,Beschreibung der neu erfundenen Bestandtheile und neuer Art Feuerspritze,Feuerspritze,Wien,,1823,06.09.1823
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß er eine neue Art brochirte Schafbaumwollener und",,,,,
1078,Hamm,Heinrich,,,,,,"Bettdecke, Tischdecke",Wien,,1823,18.10.1823
"",,,,,,,"seidenen Bettdecken, Tisch dann Kastenbelege, auf einem Webstuhl erzeuge ...",,,,,
"",,,,,,,"... zeigt an, eine neue Erfindung gemacht zu haben, ..., daß er auf einen besonderen und wichtigen",,,,,
"",,,,,,,"Zweck, vermittelst seinen neu gefundenen Druckwerke und Windköstel, welche beyde gar keiner",,,,,
"",,,,,,,"Reibung unterworfen sind, indem das Druckwerk ganz von elastischen Körpern zusammen gesetzt",,,,,
1079,Wunsch,Michael,,,,,"ist, womit er einen jeden Brunn ... so einzurichten im Stande ist, ... einen jeden Brunnen ... bey","Pumpe, Feuerspritze",Wien,,1823,30.04.1823
"",,,,,,,einer Feuersgefahr den Augenblick als eine Feuerspritze zu benutzen ist; so eben ist auch dieses,,,,,
"",,,,,,,Druckwerk ... in einem jeden Garten damit Bassinen zu errichten. Diese Bassine sind auch als,,,,,
"",,,,,,,Postamente in Gärten und Säälen oder Zimmern aufzustellen ...,,,,,
"",,,,,,,Beschreibung der Bestandtheile dieser Maschiene ... [Schreibmaschine für Blinde] ... 2. das Farb,,,,,
1080,Mueller,Karl Ludwig,,,,,,"Blindenschreibapparat, Schreibfeder",Wien,,1823,27.01.1823
"",,,,,,,Schreib Material für Blinde betreffend. 3. Die neuen Schreibinstrumente betreffend,,,,,
1081,Girzik,Peter Anton,Weiss,Leopold,,,Beschreibung wie die Massa zur Verfertigung der wasserdichten Hüte gemacht wird,"Hut, wasserdichter",Wien,,1825,17.03.1825
