PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,Ort,Jahr,Einreichdatum
"",Bolzany,,,,,,"zu geben, wodurch der Vortheil erzielt wird, daß selbe ohne alle Löthung verfertigt werden",,,,
"",,,,,,,"können, ...",,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß mittelst einer flüßigen Substanz alle Papier Gattungen, zu",,,,
2404,Hancke,Ernst Mathias,,,,,,Siegelmarke,Wien,1824,26.04.1824
"",,,,,,,Papier-Sigilen sich bilden lassen: ...,,,,
"",Horwath -,,,,,,Beschreibung des vom Gefertigten zur Verbesserung aller Gattungen Schornsteine neu,,,,
2405,,Joseph v.,,,,,,"Rauchfang, Champion",Wien,1837,05.05.1837
"",Gement,,,,,,erfundenen Rauchausführungs-Apparates,,,,
"",,,,,,,"Genaue Beschreibung um allen Holzgattungen eine solche Unzerstörbarkeit zu geben, daß es",,,,
"",,,,,,,,"Imprägnierung/Holz, Bauholz,",,,
2406,Withalm,Joseph Benedikt,,,,,"fester als Stein und Eißen wird, muß man die Holztheile welche der Witterung oder dem Wasser",,Graz,1834,11.06.1834
"",,,,,,,,Feuchtigkeitsschutz,,,
"",,,,,,,"ausgesetzt sind in Leinöhl kochen, ...",,,,
"",,,,,,,,"Schreibfeder, Färben/Schreibfeder,",,,
2407,Pollauer,Joseph Ferdinand,,,,,Beschreibung der Federkielzieh Dampfmaschine,,Prag,1834,02.07.1834
"",,,,,,,,Imprägnierung/Schreibfeder,,,
"",,,,,,,Beschreibung der ... neu erfundenen und der Wesenheit und Anwendung verbesserten,,,,
2408,Hess,Christian August,,,,,,Wagenlaterne,Wien,1838,11.06.1838
"",,,,,,,Wagenlaterne,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß er eine Art: Artikulär Socken verfertigt, die für Damen",,,,
2409,Villot,Jean Baptiste,,,,,,"Galosche, Schuhsohle, Schuhabsatz",Wien,1824,31.05.1824
"",,,,,,,"und Herrn Koth und Schneewetter um sich vor Feuchtigkeit zu bewahren sehr bequem sind, ...",,,,
"",,,,,,,Das vom Endesbenannten nach vielen mühevollen Versuchen chemisch zusammengesetzte,"Feuerschutz, Imprägnierung/Holz,",,,
2410,Linde,Franz Xaver,,,,,,,Wien,1836,20.11.1836
"",,,,,,,Feuerschützende Mittel ...,"Bauholz, Oberflächenschutz, Anstrich",,,
"",,,,,,,"... Beschreibung der ... Erfindung besteht darin, mittelst einen Hobel die sogenannten schottischen",,,,
2411,Kochendoerfer,Balthasar,,,,,,Furnierhobel,Wien,1837,20.09.1837
"",,,,,,,"Funier aus allen Holzgattungen und Metal zu erzeigen, ...",,,,
"",,,,,,,Beschreibung und Zeichnungen auf die Erzeugung aller Gattungen Nadlerwaren als Näh-Strick-,,,,
"",,,,,,,,"Nähnadel, Stricknadel, Stecknadel,",,,
2412,Bilharz,Johann,Talgekamp,Hermann,,,"und Spennadeln und Stiften, und was sonst immer für Namen habenden Nadler waren mittelst",,Wien,1836,16.05.1836
"",,,,,,,,"Nadelmaschine, Schleifmaschine",,,
"",,,,,,,der dazu erfundenen Maschienen zu erzeugen,,,,
"",,,,,,,"Beschreibung der Maschinen etc. zur Begründung schiefer Ebenen, als bey Dämmen, Wällen,","Damm, Grasanbau, Grünfläche,",,,
2413,Hoelbling,Johann,Leon,Adolph,,,,,Wien,1837,02.11.1837
"",,,,,,,Seitenwänden bey Eisenbahnen etc.,Gärtnerei,,,
"",,,,,,,"Beschreibung der ... Verbesserung an den Flachsspinnmaschinen, durch welche die Fasern [des]",,,,
2414,Hellmer,Ignaz,,,,,"Flachses, so wie sie der Maschine übergeben werden, in ihrer ganzen Länge unzerrissen erhalten","Flachs, Spinnmaschine",Wien,1837,29.11.1837
"",,,,,,,"werden, ...",,,,
