PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
"",,,,,,,"Gläßern und Spiegeln versehene Rohrs, über verschiedene Gegenstände als: Planken, Wägen,",,,,,
"",,,,,,,ganze militairische Colonen bey einem sehr großen Gesichtsfelde hinweg sehen kann,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht, daß mittels einer im Klavier angebrachten",,,,,
"",,,,,,,künstlichen Vorrichtung die Blätter eines darauf eingelegten Musikstückes ohne Beyhilfe eines,,,,,
693,Boehm,Joseph,,,,,,"Notenpult, Umblättern",Wien,,1821,16.06.1821
"",,,,,,,"anderen und ohne Zuthun der Hände, bloß durch Bewegung der Füße, nach Belieben vor und",,,,,
"",,,,,,,rückwärts schnell umgewendet werden können,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht: vermöge ... ganz nach eigener Idee","Holzschraube, Gewindeschneiden,",,,,
694,Rieter,Rudolf,,,,,,,Wien,,1821,17.02.1821
"",,,,,,,"verfertigter Maschinen, die eisernen Holzschrauben ... zu verfertigen ...","Drehbank, Drahtschere",,,,
"",,,,Carlo,,,Spiegazione delle due Tavole portanti il disegno della Macchina a Torno di nuova scoperta ... per il,"Gewindeschneiden, Drechselbank,",,,,
695,Spring,Enrico,Schaffler,,,,,,Milano,,1821,09.05.1821
"",,,,Emmanuele,,,perfezionamento del taglio del Verme delle viti mordenti a legno.,Holzspindel,,,,
"",,,,,,,"Beschreibung der ... Erfindung einer Wein, Brandwein und Essig Zufüll und Conservations-",,,,,
696,Hoenigsberg,Ludwig Edl.v.,,,,,,"Weinfaß, Füllflasche",Wien,,1821,20.02.1821
"",,,,,,,"Maschiene, ...",,,,,
"",Pachner-,,,,,,,,,,,
697,,Johann Joseph R.v.,,,,,Beschreibung der Pappier-maschine,Papiermaschine,Krumau,,1821,18.07.1821
"",Eggendorf,,,,,,,,,,,
698,Bruckmann,Georg Alois,Canella,Joseph Toscano,,,Beschreibung der Verbesserungs-Methode zur Reinigung des Brenn- oder Rüböhls ...,"Rüböl, Raffinade/Oel",Wien,,1830,06.05.1830
"",,,,,,,Descrizione dell'Apparecchio per la fabbricazione delli Acque spumanti citrico-aromatizzati.,,,,,
699,Palazzi,Francesco Riva,,,,,,"Champagner, Destillierapparat",Milano,,1826,29.05.1826
"",,,,,,,Preparazione dell'Alcoole Cinammomizzato,,,,,
"",,,,,,,"Beschreibung und Zeichnung: ... zeigt ... an, eine neue Verbesserung gemacht zu haben, welche",,,,,
"",,,,,,,darin besteht das mittelst seines Privilegium ... durch Wasserdämpfe geschmolzene Unschlitt und,,,,,
700,Boehm,Vinzenz,,,,,"aller Gattungen Thierfett und die daraus erzeugten Kerzen, mittelst einer Vorrichtung am","Unschlitt, Kerze, Seife",Wien,,1827,02.10.1827
"",,,,,,,"Schmelzgefäß und andere Behandlung, viel schneller und reiner zu schmelzen, und daraus ...",,,,,
"",,,,,,,Unschlittkerzen ... wie auch ... Seife von der besten Qualität zu erzeugen ...,,,,,
"",,,,,,,"Beschreibung und Verfahrung, aus geschmolzenen Unschlitt wie auch aus geschmolzener",,,,,
701,Boehm,Vinzenz,,,,,"Schweinefette, Ohel zu pressen, die rohe Schweinefette aber selbst mittels Wasserdämpfen zu","Oel, Unschlitt, Schweineschmalz",Wien,,1827,22.09.1827
"",,,,,,,schmelzen,,,,,
"",,,,,,,Beschreibung der noch mehr als noch einmal so schnellen Art die bisher schon sowohl von ächten,,,,,
"",,,,,,,,"Spinnmaschine/Draht, Galanterie,",,,,
702,Gilbert,Karl,,,,,"als auch von Leonischen Gold, Silber Cemend und Eisendraht bekanden Leibbinden, Uhrbänder",,Wien,,1826,21.02.1826
"",,,,,,,,Drahtgewebe,,,,
"",,,,,,,Praceletten und anderer Artikel mehr zu verfertigen,,,,,
"",,,,,,,"... Beschreibung der ... Methode, metallene Walzen zum Behuf der Walzen-Druckmaschienen zu",,,,,
703,Leithenberger,Eduard,,,,,,"Zeugdruck, Gravieren",Reichstadt,,1825,10.06.1825
"",,,,,,,gravieren; ...,,,,,
704,Forchheimer,Jonas,Forchheimer,Simon,,,Beschreibung der Art der Wollverbesserung und der hiezu erfundenen Maschine,"Wollwäsche, Waschmaschine",Tuschkau,,1831,16.11.1831
"",,,,,,,"Beschreibung der Erfindung, welche darin besteht: daß sie eine ganz neue Gattung sowohl auf",,,,,
705,Bracht,Friedrich Wilhelm,Magistris,Jakob Anton,Hock,Anton,einer als auch auf beyden Seiten gedruckte Leinwand-Sack und Halstücher mit eigenen neuen,"Zeugdruck, Dessin",Wien,,1830,18.02.1830
"",,,,,,,Dessins erzeugen,,,,,
"",,,,,,,Beschreibung des neu erfundenen Spinnstuhles (:oder Doppelspinnrades:) nebst einer genauen,,,,,
706,Waser,Johann,,,,,,Spinnrad,Wien,,1829,28.10.1829
"",,,,,,,"Abbildung desselben, mit Tusch gezeichnet und schattiert",,,,,
