PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
"",,,,,,,"Beschreibung der ... Verbesserung, ...: daß er nebst der inneren Benützung der Dampfkessel in",,,,,
"",,,,,,,"Branntweinbrennereyen, ... er nun auch die Feuerung in den innern Raum des Dampfkessels",,,,,
1152,Hueber,Franz,,,,,,"Branntwein, Destillierapparat",Wien,,1822,06.04.1822
"",,,,,,,"angebracht habe u. man durch diese eine Vorrichtung in Stand gesetzt ist, statt der ... kupfernen",,,,,
"",,,,,,,oder eisernen Dampfkessel hölzerne Bottiche ... anwenden zu können ...,,,,,
"",,,,,,,Descrizione della Scoperta che ... consiste ... di fabbricare con terre argillose ... Stoviglie e fornelli ...,,,,,
"",,,,,,,Bottiglie e damigiane di grès ... Altri vasi de grès impenetrabili dai liquidi ... e servabili per,,,,,
1153,Rosina,Gaetano,,,,,,Tonwaren,Milano,,1821,21.11.1821
"",,,,,,,"operazioni di chimica e dalle arti [Geschirr, Ofen, Flaschen, Demijohns, Vasen und chemisches",,,,,
"",,,,,,,Geschirr aus Steingut],,,,,
"",,,,,,,Beschreibung enes Walzwerks mittelst welchem das Stabeisen zu Blech Reifen und Draht gezogen,,,,,
"",,,,,,,"werden kann. Beschreibung eines Drahtzugs, welcher eine beliebige Länge Draht sehr egal glatt",,,,,
"",,,,,,,"und ohne Absätze zieht ... Beschreibung des Drehstuhls, auf welchem ein einziger Arbeiter ...","Walzwerk, Drahtziehen, Drehbank,",,,,
1154,Paravicini,Samuel,,,,,,,Wien,,1821,07.12.1821
"",,,,,,,"Naegel aus Drath, ein Gewinde zum Einschrauben drehen kann. Beschreibung von 3 Maschinen,","Nagel, Gewindeschneiden",,,,
"",,,,,,,"mittelst welcher 3 Arbeiter Naegel aus Draht ... produzieren könne, die den Vortheil haben, daß",,,,,
"",,,,,,,"sie das Holz nicht falten, wie die gewöhnlichen",,,,,
"",,,,,,,"... zeigen ... an, eine neue Erfindung gemacht zu haben, ..., daß sie Frauen und Kinderhütte aus",,,,,
1155,Miesel,Marie,Periboni,Josephine v.,,,,Hut,Wien,,1824,17.05.1824
"",,,,,,,gewöhnlichen Stroh ... verfertigen,,,,,
1156,Stauffer,Johann Anton,Stauffer,Johann Georg,,,Beschreibung der Erfindung in dem Baue der Violinen Violen und Violoncellos,"Violine, Viola, Violoncello",Wien,,1832,21.08.1832
"",,,,,,,Descrizione del nuovo miglioramento che ... consiste nell'estrazione di tutte le parti oleose ed,,,,,
1157,Querini,Giacomo,,,,,"tintuose dalla lana nella fabbricazione, e nella loro piena purgarzione ... [Reinigung der Wolle vom","Extraktionsapparat, Wollwäsche",Feltre,,1822,04.12.1822
"",,,,,,,Fett],,,,,
"",,,,,,,Beschreibung der ... Erfindung zur Erzeugung des Wegdwoodgeschirres und Verbesserung des,,,,,
1158,Raufer,Michael,,,,,,"Tonwaren, Färben/Tonwaren",Krawska,,1823,10.05.1823
"",,,,,,,"weissen, schwarzen und braunen Steingutgeschirrs ...",,,,,
"",,,,,,,"Descrizione di vari nuovi miglioramenti alle macchine inservienti all'Incannatura della Seta, ...",,,,,
1159,Comini,Domenico,,,,,,Spulmaschine,Brescia,,1823,24.12.1823
"",,,,,,,[Seidenspulmaschine],,,,,
"",,,,,,,Ausführliche Beschreibung derjenigen Verfahrungsarten zur Erzeugung silberner Tabakpfeifen-,,,,,
1160,May,Jakob Martin,,,,,,"Tabakspfeife, Beschlag",Wien,,1824,16.02.1824
"",,,,,,,"Beschläge, ...",,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß er ... auf dem gewöhnlichen Mühlstuhle durch die von",,,,,
1161,Buchmueller,Joseph,,,,,"ihm erfundene Vorrichtung die Chenillebänder, woraus sodann alle Gattungen von Chenillen","Chenille, Bandstuhl",Wien,,1824,15.01.1824
"",,,,,,,"verfertigt werden, ... erzeuget, ...",,,,,
