PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung nebst Zeichnung des von Joseph Hetherington Privatier aus London ... angeblich,,,,,
2736,Hetherington,Joseph,,,,,"gemachten neuen Erfindung, ..., den aus den Dampfmaschinen entweichenden Dampf zu","Dampfmaschine, Kondensator",Wien,,1839,27.03.1839
"",,,,,,,"condensiren, und als Wasser wieder in den Keßel zu leiten",,,,,
2737,Zimpel,CH.F.,,,,,Zimpel's Ziegelpreß-Maschine,Ziegelpresse,Budapest,,1839,16.05.1839
2738,Zimpel,CH.F.,,,,,Beschreibung der Ziegellehm-Präparir-Maschine (Grinding machine),"Ton, Rührwerk",Wien,,1839,19.06.1839
2739,Ugazy,Vitus,,,,,Beschreibung der neu erfundenen Ugazy'schen Dresch-Maschine,Dreschmaschine,Wien,,1840,03.06.1840
2740,Zankel,Franz,,,,,Beschreibung der Kunstessigerzeugung des Franz Zankel in Sternberg,"Essig, Gärapparat",Wien,,1839,23.10.1839
"",,,,,,,"Beschreibung der ... Erfindung und Verbesserung, ... 1.) daß man mit Gold, Silber oder anderen",,,,,
2741,Renel,A.,Treu,,,,"Metall unauslöschlich auf den zubereiteten Papier schreiben kann, 2.) Oblatenstempel so","Kreidepapier, Stempel",Wien,,1840,14.03.1840
"",,,,,,,einzurichten das man jede beliebige 2 - 3 Buchstaben damit pressen kann,,,,,
2742,Feigel,Heinrich,Loewy,Lazar,,,Fabrication des Faciliths,"Kunstholz, Kunststein",Prag,,1839,17.03.1839
"",,,,,,,,"Verdampfapparat, Eindicken,",,,,
2743,Huewkowsky,Johann,,,,,Genaue Beschreibung des (Abdampf- und Eindick-)Apparats und der Manipulation damit,,Prag,,1837,12.12.1837
"",,,,,,,,Zuckerlösung,,,,
"",,,,,,,"... zeigt ... an, eine Erfindung gemacht zu haben, ...: Eine aus allen Metallen zu verfertigende unter",,,,,
2744,Kuhn,August,,,,,,Kaffeemaschine,Wien,,1840,14.07.1840
"",,,,,,,"der Benennung wienerSchnellsied-Kaffeemaschine erfunden zu haben, ...",,,,,
"",,,,,,,"Beschreibung des ... dargestellten hydraulischen Gebläses ""Schraubengebläses"" zum Betriebe",,,,,
2745,Oescher,Leopold,,,,,,"Hochofen, Gebläse",Wien,,1838,04.04.1838
"",,,,,,,eines z.B. 26 flüßigen Hochofens,,,,,
2746,Boettger,,Wagenmann,Karl,,,Beschreibung der neuen Hydrostatischen - Heber - Kaffeemaschine,Kaffeemaschine,Wien,,1839,05.02.1839
"",,,,,,,Descrizione dei miglioramenti nella maniera di lavorare la Seta ad uso di Organzino e Trama ... e,,,,,
"",,,,,,,,"Organtin, Trama, Seidenhaspel,",,,,
2747,Robison,Giovanni,,,,,che consistono ... 1.) in due aspini per incannare la Seta greggia; 2.) in un nuovo metodo di,,Milano,,1836,16.02.1836
"",,,,,,,,Spinnmaschine,,,,
"",,,,,,,produrre in movimento sempre regolare degli aspini; 3.) in due maschinette per rottare la Seta ...,,,,,
"",,,,,,,"Descrizione del nuovo scoperto miglioramento, che ... consiste in sostanza agli aspini degli",,,,,
2748,Proserpio,Benedetto,,,,,,"Seidenhaspel, Spulmaschine",Como,,1836,05.05.1836
"",,,,,,,"incannatoj da Seta, ... [Seidenhaspel]",,,,,
"",,,,,,,Descrizione col relativo disegno di un'invenzione ... consistente nel modo di formare ogni sorte di,,,,,
2749,Boati,Salvatore,,,,,,"Kleidung, Schneiderei, Zuschneiden",Milano,,1839,13.03.1839
"",,,,,,,"vestito d'uomo, eccettuati i calzoni ed i gilets, con panno ... [Hosen- und Gilet-Schneiderei]",,,,,
"",,,,,,,Descrizione degli uniti due disegni rappresentanti una delle figure del fumivoro inventato da,,,,,
2750,Piazza,Marco,,,,,,"Rauchverzehrung, Lampe, Ofen",Milano,,1839,15.05.1839
"",,,,,,,Marco Piazza di Milano [Rauchverzehrer],,,,,
2751,Schmelkes,Markus,,,,,"Beschreibung der Verfahrungsart der Verbesserungs-Methode, zum planiren der Bücher","Planieren, Buchbinderei",Prag,,1836,15.05.1836
"",,,,,,,"Per fare attualmente l'Organzino si vogliono tre operazioni con tre meccanismi differenti, ...",,,,,
2752,Neville,Alfred Henry,,,,,,"Organtin, Spulmaschine",Milano,,1834,11.10.1834
"",,,,,,,[Organzin-Spulmaschine],,,,,
"",,,,,,,"Beschreibung der ... Erfindung in der Erzeugung von allen Arten als Flügel, Quer-,",,,,,
2753,Keller,Joseph,,,,,,Klavier,Wien,,1836,05.04.1836
"",,,,,,,"Aufrechtsstehenden- oder wie immer Namen habenden Klavieren, ...",,,,,
"",,,,,,,"Genaue Beschreibung dieser Elastischen Rasiermesser Schleif- und Abziehriemen, samt die dazu",,,,,
"",Schwellengraeb,,,,,,,"Rasiermesser, Abziehen/Rasiermesser,",,,,
2754,,Julius,,,,,"ganz Neu erfundenen Mineral-streichmassa, womit, wenn die Riemen nicht mehr ziehen,",,Wien,,1839,23.03.1839
"",er,,,,,,,Polieren,,,,
"",,,,,,,bestrichen werden müssen,,,,,
2755,Lewy,Gebrueder,,,,,Beschreibung der ... erfundenen Spiegelwichse,Wichse,Prag,,1839,13.04.1839
"",,,,,,,Beschreibung der von Georg Reyner erfundenen Maschine zur Erzeugung des Chlorkalkes und des,"Chlor/Flüssiges, Chlorkalk, Rührwerk,",,,,
2756,Reyner,George,,,,,,,Wien,,1838,01.02.1838
"",,,,,,,flüssigen Chlors,Entbindungsapparat,,,,
"",,,,,,,"Beschreibung für ein ausschließendes Privilegium, ..., durch Gummy-Verbindung zweyer ganz",,,,,
"",,,,,,,,"Imprägnierung/Stoff, Luftdichter Stoff,",,,,
2757,Meining,Karl Ludwig August,,,,,"verschiedener oder gleichartiger (z.B. Schaaf- oder Baumwollen-, seidenen, leinenen) Stoffe in luft-",,Wien,,1838,17.12.1838
"",,,,,,,,Wasserdichter Stoff,,,,
"",,,,,,,und wasserdichtem Fabricat zu erzeugen ... zur körperlichen Bekleidung ...,,,,,
