PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
624,Withalm,Joseph Benedikt,,,,,,,Graz,,1822,12.08.1822
"",,,,,,,"feuchte Mauerwände, ...",Feuchtigkeitsschutz,,,,
625,Koenigsbrunn,Alois Frh.v.,Romershausen,Ellard,,,Beschreibung der pneumatischen Maschine,"Gebläse, Luftpumpe",Graz,,1822,03.09.1822
626,Koenigsbrunn,Alois Frh.v.,Romershausen,Elard,,,Beschreibung der Dampfpumpe,"Dampfpumpe, Pumpe",Graz,,1822,03.09.1822
"",,,,,,,"Beschreibung der Art und Weise, wie allgemeiner frischer Mauer Mörtl auf harte Gegenstände,","Mauer, Mörtel, Lack, Trockenlegung,",,,,
627,Steinhofer,Anton,,,,,,,Graz,,1823,24.04.1823
"",,,,,,,"festhalten gemacht, und das Eintringen jeder Nässe abgestellt werden könne",Feuchtigkeitsschutz,,,,
"",,,,,,,,"Branntwein, Destillierapparat,",,,,
628,Koenigsbrunn,Alois Frh.v.,Romershausen,Elard,,,Beschreibung des Destillir und VeredlungsApparates,,Graz,,1823,24.01.1823
"",,,,,,,,Brauapparat,,,,
629,Posener,J.Paul,,,,,Beschreibung des Berechnungs-Apparates,Geodätische Instrumente,Wien,,1831,
