PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,Ort,Jahr,Einreichdatu
"",,,,,,,nämlich mittels eines Zirkels jedes Längenmaß sogleich beim Abnehmen ... gefunden werden,"Zirkel, Geodätische Instrumente,",,,
861,Schielhabl,Wenzel,,,,,,,Wien,1825,07.06.1825
"",,,,,,,"kann, woraus sich der Vortheil ergibt, daß der Geometer in der Berechnung des Flächeninhaltes",Meßwerkzeug,,,
"",,,,,,,"dadurch sehr Vieles an der Zeit erspart, ...",,,,
"",,,,,,,"Zeigen an, eine neue Erfindung gemacht zu haben, welche darin besteht, daß sie alle art",,,,
"",,,,,,,,"Strumpf, Socken, Stiefel, Schuh,",,,
862,Selka,Tscharne,Selka,Vinzenz Jakob,,,"Fußbekleidung aus jedem Stoffe, als Strümpfe und Sackl, sowohl gestrickt als gewirkt, Stiefel,",,Wien,1827,14.08.1827
"",,,,,,,,Galosche,,,
"",,,,,,,"Schuhe, in der Wesenheit Verbessert werden",,,,
"",,,,,,,"Beschreibung und Zeichnung der Erfindung, welche darin besteht: daß es nämlich den",,,,
863,Herter,Johann Konrad,Weiss,Heinrich,Ranzurer,Konstantin,,"Wollwäsche, Waschmaschine",Wien,1825,06.06.1825
"",,,,,,,"obbenannten gelungen habe, eine Baumwoll Reinigungs Maschine zu erfinden",,,,
"",,,,,,,Beschreibung der ... Erfindung Stickmuster statt aus freyer Hand zu mahlen mit,"Sticken, Dessin, Schablone/Sticken,",,,
864,Stregezek,A.F.,,,,,,,Wien,1830,12.02.1830
"",,,,,,,"zusammengesetzten Model zu drücken, ...",Diktieren/Schablone,,,
"",,,,,,,"Eine verbesserte Beschreibung der Erfindung, und zwar 1. Eine Verbesserung der von einem",,,,
"",,,,,,,"Amerikaner angezeigten Erfindung: Die Dämpfe in glühenden Röhren zu erzeugen, wodurch die","Dampfkessel, Feuerspritze,",,,
865,Szabo,Johann Anastasius,Szabo,Paul,Szabo,Paul Mathias,,,Wien,1825,27.12.1825
"",,,,,,,Injektions Pumpen gänzlich entbehrlich werden. 2. Eine Verbeserung der Dampffeuerspritzen. 3.,Kochapparat,,,
"",,,,,,,der gewöhnlichen Feuerspritzen. 4. der Dampfkochmaschine,,,,
866,Sperl,Joseph,Scheffer,Joseph,,,Beschreibung der ... Erfindung einer neuen Koch- und Aufguß Kaffee Maschine,Kaffeemaschine,Wien,1825,02.04.1825
867,Kastner,Anton,,,,,Beschreibung der Reinigung von Brennöhl,"Oel, Raffinade/Oel",Wien,1825,02.09.1825
"",,,,,,,Beschreibung der ... Verbesserung der ... entworfenen Zimmer-Haitzöfen. Beschreibung der ...,,,,
868,Kirchberger,Joseph,,,,,,"Malzdörre, Dörrofen",Heinrichsgrün,1828,08.02.1828
"",,,,,,,erfundenen Luft- und Feuer-Malzdarre,,,,
"",,,,,,,"Zeigt ... an, eine neue Entdeckung gemacht zu haben, welche ... darin besteht, bey allen",,,,
869,Stein,Karl,,,,,"Gattungen Fortepianos eine Vorrichtung anzubringen, vermög welcher man bey Einem derley",Klavier,Wien,1828,30.07.1828
"",,,,,,,"Instrumente ein gewisses Scheppern in der Tastatur mehr wahrnehmen kann, ...",,,,
