PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
"",,,,,,,"Beschreibung der ... Verbesserung, welche ... darin bestehet ""die Spiegel mit einem Firniß zu",,,,,
820,Pick,Leopold,,,,,"überziehen, welcher das Abreiben des Quecksilbers verhindern die Dauerhaftigkeit der Spiegel","Spiegel, Belegen/Spiegel",Wien,,1828,11.08.1828
"",,,,,,,"sehr befördern, und mit geringen Kosten angewendet werden könne""",,,,,
"",,,,,,,Beschreibung der verschiedenen Zusätze und ihrer Verhältnisse um den von mir ... neu entdeckten,,,,,
821,Fischer,Johann Konrad,,,,,,"Nickelstuhl, Eisenlegierung",Schaffhausen,,1824,10.12.1824
"",,,,,,,Meteor-Stahl darzustellen,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht, Iris-Maschien Schnüre zum Aufputzen von","Kordel, Färben/Kordel, Fransen,",,,,
822,Kasperkiewitz,Lukas,,,,,,,Wien,,1827,26.06.1827
"",,,,,,,"Damenkleidern und Tapezierer Arbeiten zu erzeugen, ...",Vorstoß,,,,
"",,,,,,,Beschreibung des ... neu erfundenen Wagens welcher blos durch Menschenkraft fortgeschaft wird,,,,,
823,Ehrnfeld,Thaddaeus,Sechs,Julius,,,,"Wagen, Getriebe",Wien,,1827,28.06.1827
"",,,,,,,[von] Julius Sechs [Pseud.],,,,,
824,Buettner,Andreas,,,,,"... zeiget hirmit ... an, eine neue Verbesserung in Erzeugung der Seidenhüte gemacht zu haben, ...",Hut,Wien,,1827,22.01.1827
"",,,,,,,"Beschreibung der ... Verbesserung, welche ... darin besteht: Stiefel und Schuhe mit Eisen und Stahl",,,,,
825,Buchmueller,Joseph,,,,,,"Schuhabsatz, Stiefelabsatz",Wien,,1828,18.02.1828
"",,,,,,,"Absätzen zu verfertigen, ...",,,,,
"",,,,,,,Beschreibung von der Art und Weise wie meine neu erfundene Wiener Glanz und Wasserdichte,,,,,
826,Nessersta,Mathias,,,,,,Wichse,Wien,,1829,27.03.1829
"",,,,,,,Wichse verfertiget wird,,,,,
"",,,,,,,"... zeiget hirmit gehorsamst an, eine neue Erfindung gemacht zu haben, welche ... darin besteht:",,,,,
827,Engel,Wenzel,,,,,,"Schuhsohle, Brandsohle",Wien,,1828,17.07.1828
"",,,,,,,Eine wasserdichte Sohlenleder-Erzeugung besonders der Brandsohlen ...,,,,,
828,Bauer,Joseph,,,,,Die Verfahrungsart meines erfundenen sogenannten Wiener Kaffe,Kaffee,Wien,,1823,16.08.1823
"",,,,,,,Descrizione della invenzione che ... consiste nel miglioramento del metodo veneto di raffinare lo,,,,,
829,Giuriato,Giovanni Antonio,,,,,,"Zucker, Raffinade/Zucker",Venezia,,1821,03.08.1821
"",,,,,,,"Zucchero, ... [Zuckerraffinade]",,,,,
