PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
"",,,,,,,es weder durch Dittrich noch Nachschlüßel zu öffnen möglich ist,,,,,
"",,,,,,,Beschreibung sammt Zeichnung der ... Erfindung ...: und zwar 1.) in einer Hebe- und,,,,,
"",,,,,,,Ladungsmaschine ... 2.) in einem Holzwagen mit einem nach unten sich öffnenden Boden und,,,,,
977,Leidl,Johann Michael,,,,,"Lademaschine, Transport, Wagen",,Wien,,1824,21.06.1824
"",,,,,,,"ausgeschnittener Hinterachse, welche zur Verführung der Erde, Schotter, Dünger, Unrath und",,,,,
"",,,,,,,anderen kleinen Gegenständen verwendet werden kann ...,,,,,
"",,Joseph Heinrich,,Philipp Heinrich,,,,,,,,
978,Girard,,Girard,,,,"Beschreibung einer neuen Art um das Holtz und andere Brennmaterialien zu verkohlen Holzkohle, Verkohlen",,Wien,,1825,09.09.1825
"",,R.v.,,R.v.,,,,,,,,
"",,Philipp Heinrich,,,,,"Beschreibung eines Regulators für die Wasserfalle (Schutzbrett) in Mühlen, Fabriken, und",,,,,
979,Girard,,,,,,"Zentrifugalregler, Klappenwehr",,Hirtenberg,,1825,02.06.1825
"",,R.v.,,,,,"überhaupt in allen Werkern, die durch Wasser getrieben werden",,,,,
"",,,,,,,Beschreibung und Zeichnungen derer ... Erfindungen und Verbesserung für Beleuchtungsapparate,,,,,
980,Redingson,Tobias,,,,,Lampe,,Wien,,1827,18.05.1827
"",,,,,,,...,,,,,
"",,,,,,,"... Verbesserung ..., daß sich das auf Eisen plattirte oder in die Mitte desselben gebrachte Guß-",,,,,
981,Feigl,Michael,,,,,"Stahl sowohl durch seine Verhärtung als auch Dehnbarkeit besonders von alle übrigen Härten, Stahl",,Krems,,1824,14.06.1824
"",,,,,,,"inländischen und ausländischen Schneidewerkzeugen, ... auszeichnen ...",,,,,
"",,,,,,,"Beschreibung der ... Entdeckkung, ...: Eine neue Art von Pippe, welche zu allen Gattungen von",,,,,
982,Benkert,Anton,,,,,"Wein-Bier-Brandwein Fässern, und anderen Geschirren, im Großen wie im Kleinen anwendbar ist, Pipe",,Wien,,1823,10.02.1823
"",,,,,,,...,,,,,
983,Voigtlaender,Friedrich,,,,,Beschreibung meiner neu erfundenen Doppel-Theater-Perspektive Opernglas,,Wien,,1823,28.07.1823
"",,,,,,,"Geheimüß den Klingen, und sämtlichen Stahlarbeiten eine Härtung auf eine noch nie gedachte Art",,,,,
984,Zimmermann,Joseph,,,,,"Stahl, Härten",,Wien,,1824,01.12.1824
"",,,,,,,"vorzüglich gut zu werden, beizubringen ...",,,,,
"",,,,,,,"... zeigt ... an, eine neue Verbesserung gemacht zu haben, ..., daß er, Borden von weisen Zwirn im",,,,,
985,Hittich,Mathias,,,,,"rothtürkischen Garn von dreyerley Numero breite mit eben so vielen Desens auf einen Maschin Webstuhl, Borte, Dessin",,Wien,,1823,06.03.1823
"",,,,,,,"Mühlstuhl mit einer Doppel Laade, verfertiget, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung einer Fahrmaschine, ..., mittelst einer mitnehmenden geraden und",,,,,
986,Kraeutterer,Karl,,,,,"doch unendlichen Eisenbahn zur Fortschafung von Lasten ohne Ausnahme, auch zur schnellen Dampfwagen, Transport",,Wien,,1825,29.01.1825
"",,,,,,,"Weiterbeförderung der Personen, ... fortbewegt ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...; mechanische Einspann-Wagen zu verfertigen, die von den",,,,,
"",,,,,,,"gewöhnlichen sich darin unterscheiden, daß man vermittelst eines Zuges oder Drucks des Wagen, Ausspannvorrichtung, Scheus",,,,,
987,Pergamenter,Salomon,,,,,,,Wien,,1823,05.08.1823
"",,,,,,,"Fahrenden in einer Geschwindigkeit die Pferde ausspannen kann, ... zur Beseitigung der Gefahr bei Pferd",,,,,
"",,,,,,,"scheuen Pferden, dann bey Kanonen und Munitionswägen ...",,,,,
988,Rabath,Simon,,,,,Beschreibung der nach holländer Art zubereitenden Federglaskielen Schreibfeder,,Prag,,1832,24.09.1832
