PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
3739,Mueller,Alois,,,,,"Handschuhzieher, von Gold, Silber, Bronce, und jedem Metal, mit u. ohne Dessains und beliebiger",Handschuhzieher,Wien,,1844,27.05.1844
"",,,,,,,"Form in freier, sowie mit Galvanismus vergoldet, zu verfertigen",,,,,
3740,Mueller,Karl Ludwig,,,,,Maschinen Fett Oehl,Schmiermittel,Wien,,1838,31.03.1838
"",,,,,,,... bittet ... um Ertheilung eines ... Privilegiums ... auf die Verbesserung und Vervollkommnung der,,,,,
3741,Bonfil,Ralph,,,,,,"Tuch, Walken",London,,1840,07.02.1840
"",,,,,,,"Art u. Weise gewalkte Tücher zu verfertigen, ... [Text engl.]",,,,,
"",,,,,,,"Descrizione d'una Macchina per affilare, riquadrare, ed appianare mattoni di qualunque sorta, per",,,,,
3742,Marchesi,Giovanni Battista,,,,,,"Pflasterstein, Schleifmaschine",Brescia,,1840,27.01.1840
"",,,,,,,"pavimenti [Schleifen, Viereckigmachen und ebnen der Pflastersteine]",,,,,
3743,Poppe,Ignaz G.,,,,,"Beschreibung einer neuen Erfindung, ..., daß ... Brazeletts ... verfertiget ... werden",Armband,Wien,,1841,22.03.1841
"",,,,,,,,"Dampfmaschine, Dampfkessel,",,,,
"",,,,,,,"Beschreibung meiner Erfindung und Verbesserungen in Betreff der Dampfmaschine, Dampfkessel,",,,,,
3744,Tischbein,Peter Ludwig,,,,,,"Schiffsantrieb, Lokomotive, Getriebe,",Wien,,1841,02.09.1841
"",,,,,,,Dampfschiffe und Locomotive,,,,,
"",,,,,,,,Umlaufzylinder,,,,
3745,Wanig,Joseph,,,,,"... Erfindung in Erzeugung von Hüten und Kappen aus Filz, ...","Filz, Imprägnierung/Filz, Hut, Kappe",Prag,,1842,22.01.1842
3746,Urling,Roo W.,,,,,Beschreibung der Verbesserungen einer Maschine zur Erzeugung von Schrauben,Schraubengießapparat,Wien,,1842,24.03.1842
3747,Altdorfer,Franz,,,,,Beschreibung der ... Erfindung ...: Eine mechanische Holzschneidemaschine ...,"Holzzerkleinerung, Kreissäge",Wien,,1843,18.02.1843
"",,,,,,,Beschreibung der neu erfundenen Maschine zur Ausfeilung der eisernen Gewind /:Schrauben:/,,,,,
3748,Weiss,Johann,Weiss,Vinzenz,,,,"Schraube, Gewindeschneiden",Wien,,1843,18.02.1843
"",,,,,,,Bohrer,,,,,
"",,,,,,,"Beschreibung der ... Verbesserung ...: Eine neue Art Kerzen zu erzeigen Cerophan Kerzen genannt,",,,,,
3749,Reisser,Karl,,,,,,"Stearin, Kerze",Wien,,1844,29.02.1844
"",,,,,,,...,,,,,
3750,Cartwright,Edward,Zeisel,Sigmund,,,Erfindung um das Durchgehen scheu gewordener Pferde zu verhindern,"Scheues Pferd, Scheuklappe",Wien,,1844,25.02.1844
3751,Kauffmann,Christian,,,,,Beschreibung über die Zeichnungen der neuen mechanischen Oehllampe,Lampe,Wien,,1841,24.05.1841
"",,,,,,,Genaue Beschreibung der von mir Allerhöchster Ertheilung meines k.k. Privilegiums ad 17.08.1840,,,,,
3752,Buschmann,,,,,,,"Hirnholz, Holzmosaik, Holzsäge",Wien,,1842,28.04.1842
"",,,,,,,nach entdeckten Verbeßerungen im Fache der Erzeugung von Holz Mosaik,,,,,
"",,,,,,,"Neue Erfindung d. Verbeßerung mittelst Vorrichtung einer Maschine neuer Meubles-Stoffe, aus","Möbelstoff, Webstuhl,",,,,
3753,Hoehnel,Franz,,,,,,,Wien,,1843,29.03.1843
"",,,,,,,"gezwirnter Wolle, Spagat, und Wolle mit Seide übersponnen von allen beliebigen Dessins, ...","Jacquardmaschine, Dessin",,,,
3754,Pruetzmann,Daniel,Pruetzmann,Wilhelm,,,Beschreibung ... der ... Erfindung in der Verfertigung von Brieftaschen ...,Brieftasche,Wien,,1843,27.05.1843
"",,,,,,,Beschreibung der ... Verbesserung ...: 1.) bey selbstwirkenden Drehbänken durch ein stellbares,,,,,
"",,,,,,,Vorgelage ... die größtmöglichste Anzahl rechter u. linker Schraubengewinde geschnitten werden,,,,,
"",,,,,,,"können, ... 2.) der Schlitten gewährt ... eine sehr bequeme Aufstellung der Vorlage u.d. Apparats ...","Drehbank, Vorgelege,",,,,
3755,Pfannkuche,Gustav,,,,,,,Wien,,1844,18.05.1844
"",,,,,,,"3.) die Mutter d. Leitspindel erhält einen einfachen u. soliden Mechanismus, eine genaue parallele",Gewindeschneiden,,,,
"",,,,,,,"Bewegung beym Aus- und Einlösen, 4.) der Reitstock hat behufs zum konischen Drehen einen",,,,,
"",,,,,,,bequemen Stellmechanismus,,,,,
"",,,,,,,"Beschreibung: dieser von mir erfundene Frikzions-Feuerzeug ist ein viereckiges, rundes oder was",,,,,
"",,,,,,,"immer für eine Form habendes Kästchen, in welchem eine beliebige Anzahl Separazionen aus",,,,,
3756,Girardet,Charles,,,,,,"Zündholzbehälter, Reibzündung",Wien,,1844,27.04.1844
"",,,,,,,"Stahl, Messing oder was immer für eine Materie verfertiget, angebracht, und in ihre bestimmten",,,,,
"",,,,,,,Fugen eingeschoben werden,,,,,
"",,,,,,,Beschreibung der nebenliegenden Darstellung eines permanenten gedruckten Speisen- und,,,,,
3757,Mansfeld,Eduard,,,,,,"Speisekarte, Getränkekarte",Wien,,1844,29.05.1844
"",,,,,,,Getränke-Tariffs,,,,,
"",,,,,,,"Descrizione della nuova scoperta che ... consiste in sostanza, nella solidificazione del sego ed altre",,,,,
3758,Pereire,Isacco,,,,,,"Unschlitt, Fett, Pressen, Kerze",Paris,,1838,10.05.1838
"",,,,,,,sostanze grasse [Talg und andere Fettarten verdichten] [Text frz.],,,,,
3759,Benkler,Fr.,Ruhl,Johann,,,... Fertigung der Oel-Gas-Apparate,"Lampe, Vergaser",Gießen,,1840,09.09.1840
