PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
4593,Lichtenstadt,D.,Pentlarz,R.,,,,"Kastanienstärke, Stärkemehl",Prag,,1847,25.03.1847
"",,,,,,,Stärkemehl,,,,,
"",,,,,,,"... zeigt ... an, eine neue Erfindung und resp.Verbesserung ...: Wirtschaftskerzen aus Talg auf",,,,,
4594,Handl,Rudolph,,,,,,"Unschlitt, Kerze",Wien,,1836,24.05.1836
"",,,,,,,dreyerley Art ...,,,,,
4595,Eichele,Joseph Franz,,,,,Beschreibung zu Zeichnung einer Maschine zum Abschneiden der Getreide-Körner,"Rollgerste, Graupenmühle",Wien,,1838,21.05.1838
4596,Schultz,Daniel,,,,,Beschreibung und Zeichnung des neu erfundenen und verbesserten Schöpf- oder Pumpbrunnen ...,"Brunnen, Pumpe",Wien,,1841,13.09.1841
"",,Johann Baptist,,,,,Beschreibung ... der Art und Weise auf Eisenbahnen jegliche Gefahr zu vermeiden ... [Text,"Eisenbahnwagen, Drehgestell,",,,,
4597,Laignel,,,,,,,,Paris,,1842,12.06.1842
"",,Benjamin,,,,,frz.u.dt.],"Wagenrad, Kupplung, Bremse",,,,
4598,Fraenkel,Karl,,,,,Zubereitung der [Wanzen] Tinktur,"Ungeziefer, Wanzenvertilgung",Wien,,1843,29.03.1843
"",,,,,,,,"Uhrkette, Halskette, Goldwaren,",,,,
4599,Berolja,Bernhard,,,,,"Beschreibung der Erfindung elastischer Uhr- und Halsketten von Gold, Silber und Bronce ...",,Wien,,1846,23.05.1846
"",,,,,,,,"Silberwaren, Bronzewaren",,,,
"",,,,,,,"Beschreibung der Erfindung eines Kupferüberzuges über Glasgefäße, wodurch dieselben","Glasgeschirr, Galvanisieren,",,,,
4600,Cronberg,Johann v.,,,,,,,Wien,,1846,28.02.1846
"",,,,,,,"insbesondere zum Kochen anwendbar sind, ...","Kochgeschirr, Kupferüberzug",,,,
"",,,,,,,"Beschreibung der ... Verbesserung in der Erzeugung von Pferdegebissen, d.i. geraden und",,,,,
4601,Hann,Michael,,,,,,"Kandarre, Trense",Wien,,1847,31.05.1847
"",,,,,,,"gebogenen Mundstücken und Trensen aus gezogenen und gechmiedeten, Eisen oder Bleche, ...",,,,,
"",,,,,,,Beschreibende Erklärung von Verbesserungen im Verfahren beim Kämmen und Ziehen von Wolle,"Weberkamm, Wolle, Roßhaar,",,,,
4602,Dixon,Abraham,,,,,,,Wien,,1843,25.04.1843
"",,,,,,,und gewissen Gattungen von Haar,Krempeln,,,,
"",,,,,,,,"Flachsbrechmaschine,",,,,
"",,,,,,,Beschreibende Erklärung eines verbesserten Maschinenwesens um Flachs und Hanf zu brechen,"Flachshechelmaschine,",,,,
4603,Dixon,Abraham,,,,,,,Wien,,1843,25.04.1843
"",,,,,,,oder zu hecheln,"Hanfbrechmaschine,",,,,
"",,,,,,,,Hanfhechelmaschine,,,,
"",,,,,,,Beschreibung eines verbesserten Verfahrens im Entladen aus dem Stoße einer jeden Art,,,,,
4604,Dixon,Abraham,,,,,,Gewehr,Wien,,1843,14.02.1843
"",,,,,,,Feuergewehre ...,,,,,
"",,,,,,,,,Zablocie/Galizie,,,
4605,Schroeter,Adolph,Schroeter,Karl Theodor,,,Beschreibung der zu privilegirenden Rauhpostiermaschine,Rauhmaschine,,,1843,10.08.1843
"",,,,,,,,,n,,,
4606,Sartory,Anton,Sartory,Franz Xaver,,,Die Maschine zu Verfertigung der Rahmenkehlungen,"Kehlleiste, Grundierlehre",Graz,,1840,05.03.1840
"",,,,,,,Beschreibung eines ... neu erfundenen Apparates zur Bestimmung von Flächenmaßen bei,,,,,
4607,Horsky,Franz,,,,,,"Planimeter, Geodätische Instrumente",Wien,,1842,15.04.1842
"",,,,,,,geometrischen Aufnahmen ...,,,,,
"",,,,,,,Decsrizione della nuova invenzione ... che consiste in sostanza nello spianare e ridurre sotto figure,,,,,
4608,Balzaretti,Giovanni,,,,,,"Marmorplatte, Steinsäge",Milano,,1843,22.02.1843
"",,,,,,,diverse ... di marmo ... [Marmorsäge],,,,,
