PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung zum ... Privilegium auf die Verbesserung der gewöhnlichen Wagenachsen, sowie",,,,,
2642,Winter,Joseph,,,,,,"Wagenachse, Schmierbüchse",Wien,,1838,13.08.1838
"",,,,,,,"auch jener, welche mit Oehl zu schmieren sind ...",,,,,
"",,,,Johann,,,"Beschreibung der Erfindung und Verbesserung von Patent-Kerzen, welche aus Stearin mit","Stearin, Unschlitt, Raffinade/Unschlitt,",,,,
2643,Bilharz,C.,Bilharz,,,,,,Wien,,1838,02.01.1838
"",,,,Nepomuk,,,Beimischung von besonders zubereiteten Talg erzeugt werden,Kerze,,,,
"",,,,,,,... zeigt ... an eine neue Erfindung und Verbesserung ...: 1. das er alle Gattungen glatte und mit ...,,,,,
"",,,,,,,,"Tabakspfeife, Plattieren, Silberwaren,",,,,
2644,Heiss,Johann,,,,,"Dessains verzierte Tobackspfeifen Beschläge, aus Silber-Plaque und allen anderen Metallen",,Wien,,1839,02.04.1839
"",,,,,,,,Beschlag,,,,
"",,,,,,,"verfertige, daß 2. diese Beschläge gepreßt und auch mit freyer Hand verziert werden können, ...",,,,,
"",,,,,,,"Erklärung der Erfindung einer verbesserten Methode in der Behandlung des Bleies, des Blei-Erzes",,,,,
"",,,,,,,,"Blei, Fällung, Bleiglätte, Bleiweiß,",,,,
2645,Lewis,Richard,,,,,"und anderer Blei enthaltenden Körper, um daraus Bleikohlenstoff oder Bleiweis, Bleisäure oder",,Berlin,,1838,19.07.1838
"",,,,,,,,Bleizucker,,,,
"",,,,,,,"Bleizucker, reines Blei und Silber zu erhalten",,,,,
"",,,,,,,Beschreibung zu einem Privilegium exclusivum auf Vervollständigung und Verbeßerung des,,,,,
2646,Saunders,Cave Thomas,,,,,"Verfahrens, kohlensaures Bley oder Bleiweiß mittelst Niederschlag zu erzeugen, worauf Herr","Blei, Fällung, Bleiweiß",Wien,,1839,13.07.1839
"",,,,,,,Lewig Richard in London [siehe Nr. 2645] bereits ein Privilegium angesucht hat,,,,,
"",,,,,,,Beschreibung eines neuen Sistems von rauchverzehrenden und Oeconomie des Brennstoffes,,,,,
2647,Richard,James,,,,,,"Ofen, Rauchverzehrung",Wien,,1839,17.01.1839
"",,,,,,,"bezweckenden Aparaten, ... [Oefen]",,,,,
"",,,,,,,"Beschreibung der ... Verbesserung in Erzeugung von Damen-Armbändern, Bracelets, und",,,,,
2648,Martin,Peter,,,,,"Leibbinden von Gold, Silber und Bronce in verschiedenen Formen, mit oder ohne Edelstein, Perlen","Armband, Leibbinde",Wien,,1838,28.12.1838
"",,,,,,,"... besetzt, glatt oder gravirt",,,,,
"",,,,,,,"Beschreibung der hydraulischen Flugmaschine, welche mit einer bestimmten Quantität Wasser",,,,,
2649,Wanaxel,Luigi,,,,,,"Wasserrad, Getriebe",Triest,,1835,23.07.1835
"",,,,,,,ein Rad und sonnach Mahl und andere Räder in Bewegung setzt,,,,,
"",,,,,,,"Beschreibung einer neuen Erfindung, Platina-Zündtmaschinen, ohne Mechanik, mittels Gläsernen",,,,,
2650,Palkh,Joseph,,,,,,Feuerzeug,Wien,,1840,22.09.1840
"",,,,,,,Flüßigkeits-Ventil erzeugen zu können,,,,,
"",,,,,,,"Beschreibung der Materien, die zu den zwey Salben, zur Vertillgung des Wanzen-Ungeziefers samt",,,,,
2651,Bram,Moses,,,,,,"Wanzenvertilgung, Ungeziefer",Lemberg,,1835,24.08.1835
"",,,,,,,der Brut gebraucht werden,,,,,
"",,,,,,,"Privilegiums-Beschreibung einer Compress-Maschine, ...; daß alle Gattungen Garne, als von Seide,",,,,,
2652,Hegnauer,Sigmund,Richardson,Robert,,,,"Appreturmaschine, Garn",Wien,,1840,18.01.1840
"",,,,,,,"Baumwolle, Schafwolle und Leinen, feiner u. gleicher im Faden werden, ...",,,,,
"",,,,,,,"... zeiget ... an, eine neue Erfindung und Verbesserung gemacht zu haben, ..., mittelst",,,,,
2653,Toepper,Andreas,,,,,"geschlossener Zerrenfeuern, und mit Benützung der heißen Luft, das Roheisen zu zerrenen u. zu","Roheisen, Eisenfrischen, Frischofen",Scheibbs,,1840,30.05.1840
"",,,,,,,"verfrischen, ...",,,,,
2654,Piesen,David,Piesen,Katharina,,,Beschreibung zur Anfertigung einer öhldichten Wichse,Wichse,Kaurzim,,1833,26.08.1833
"",,,,,,,"Beschreibung der ... Erfindung, Hanf, Flachs, Streg, Stratze, Floretseide, Kamm- und gekrämpelte",,,,,
2655,Reitze,Alois,,,,,"Schafwolle mit neu erfundenen Maschinen auf eine ganz einfache Art, sehr schön und vortheilhaft",Spinnmaschine,Wr. Neustadt,,1838,14.09.1838
"",,,,,,,zu spinnen,,,,,
"",,,,,,,Beschreibungs Beylage ... auf die Erfindung mittelst Asphalt Anstriche und Pflasterungen zu,"Asphalt, Pflaster, Anstrich,",,,,
2656,Huber,Alois,,,,,,,Wr.Neustadt,,1838,30.07.1838
"",,,,,,,"machen, welches auf Blech und anderen Metallen als Anstrich verwendet werden kann",Mauer/Isolierung,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß er statt der bisher bey Sonn u. Regenschirme mit Draht",,,,,
2657,Wolff,Anton,,,,,befestigten Gabeln und Fischbein eine weit zweckmässigere u. dauerhafte Verbindung erfunden,"Sonnenschirm, Regenschirm",Wien,,1839,14.09.1839
"",,,,,,,"hat, ...",,,,,
