PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
402,Helfenberger,Justin,,,,,Beschrieb des Baues der Hand- und Hausmühle nach dem neuen Mahl-Prinzip ...,Handmühle,Rorschach,,1821,14.04.1821
"",,,,,,,"Gründliche Beschreibung der neu erfundenen Brandwein Apparatur zur Brandwein, Geist und","Branntwein, Spiritus, Rosoglio,",,,,
403,Glaubenswerth,Klemens,Uhel,Moritz,,,,,Wien,,1823,10.02.1823
"",,,,,,,Rosoglio Erzeugung aller Art und Gattungen,Destillierapparat,,,,
"",,,,,,,"Beschreibung neuer Entdeckungen, und Erzeugungen eines Gesundheits-Bieres, Gesundheits-",,,,,
404,Glaubenswerth,Klemens,Uhel,Moritz,,,,"Bier, Met, Wischniak",Wien,,1823,12.03.1823
"",,,,,,,Mettes- und Wischnack,,,,,
405,Werner,Sebastian,,,,,Erfindsame undruchdringende Filz Hüte und überzochene Hüte für Männer und Tamen,Hut,Wien,,1826,09.09.1826
"",,,,,,,"Beschreibung und Zeichnungen, der Verbesserung in der Verfertigung von Kuchen aller Art (auf",,,,,
406,Nowotny,Maria Anna,Nowotny,Pauline,,,"bekannte Weiße aus Mehl, Eier, Zibeben, Zucker &) mittelst mechanischer Vorrichtungen, einfach","Kuchen, Zuckerbäcker",Wien,,1825,30.05.1825
"",,,,,,,"und wohlfeil herzustellen, und selben eine gefällige äußere Form zu geben",,,,,
"",,,,Sebastian &,,,,,,,,
407,Kinda,Johann,Werner,,Schick,Johann,Beschreibung der Filzhüte und der überzogenen Hüte für Männer und Damen,Hut,,,1827,
"",,,,Franz Joseph,,,,,,,,
408,Saurimont,Joseph,,,,,Methode de Tendre le Cuir ... [Ledergerberei],"Leder, Gerberei",Wien,,1821,30.06.1821
409,Mengardi,Luigi,Mengardi,Margherita,,,Descrizione dell'invenzione di uno nuovo fornace,"Glasperle, Schmelzofen",Venezia,,1824,27.01.1824
410,Brun,Benedetto Isidore,,,,,Descrizione del miglioramento che ... in un nuovo meccanismo per la fabbricazione dell Striglie ...,Striegel,Milano,,1823,07.10.1823
"",,,,,,,"Beschreibung der ... erfundenen Maschine zum Abteufen und Verhauen der Schächte, und auch",,,,,
"",,,,,,,"fortschlagen der Strecken in Bergwerken, nur mit 1/6 des gewöhnlichen Pulveraufwandes, der",,,,,
411,Meyer,Mathias,,,,,,Bergbau,Bleiberg,,1827,25.07.1827
"",,,,,,,"Hälfte des gewöhnlichen Eisenverschlages, und in der halben Zeit, als sonst notwendig wäre, ohne",,,,,
"",,,,,,,Beyhülfe mehrerer Menschenhände,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht, aus der von ihm in Istrien neu entdeckten",,,,,
"",,,,,,,"Steingattung, mittelst einer mit Dampfbetriebener Maschinerie, die zur Lithographie geeigneten",,,,,
412,Balde,Johann Peter,,,,,,"Lithographie, Steinbearbeitung",Wien,,1827,21.12.1827
"",,,,,,,"Platten viel genauer schnell und wollpfeil zu erzeugen, welche nicht nur die bekannten",,,,,
"",,,,,,,"sollenhoffer an der Gütte vertretten, sondern in einiger Hinsicht den Vorrang behaupten",,,,,
413,Huber,Vincenzo,,,,,"Descrizione i istruzione per il nuovo metodo di vinificazione, e stabilirne l'apparecchio","Wein, Gärapparat",Germignago,,1822,06.04.1822
"",,,,,,,,,"Milano,",,,
414,Huber,Vincenzo,,,,,"Istruzione per la Vinificazione privilegiata secundo il nuovo, semplice e vantaggiosissimo metodo","Wein, Gärapparat",,,1824,
"",,,,,,,,,Sonzogno,,,
"",,,,,,,"Descrizione di un nuova scoperta, che ... consiste in sostanza nella progressiva manipolazione di",,,,,
415,Bellotti,Paolo,,,,,un processo importante tre diversi molto economici risultati l'uno cioe di un Liscivio,"Papier, Pasta Caustica, Hadern",Milano,,1824,15.04.1824
"",,,,,,,"decarbonizzato a freddo, l'altro di una Pasta Caustica ...",,,,,
"",,,,,,,Descrizione della scoperta ... consiste nella fabbricazione della Carte e Cartoni ... e rispettivo,,,,,
416,Bellotti,Paolo,,,,,"imbianchimento del Liscivio decarbonizzato a freddo, della Pasta Caustica, e del Sale ossigenato","Papier, Pasta Caustica",Milano,,1824,23.06.1824
"",,,,,,,alcalinulo liquido ...,,,,,
"",,,,,,,Beschreibung eines neuen simplificirten Repetier Mechanismus für alle Gattungen von Wand-,,,,,
417,Pezwal,Johann Friedrich,,,,,,"Uhr, Repetierwerk",Wien,,1824,06.11.1824
"",,,,,,,"Stock- und Sackuhren, welcher Stunten, und halbe Viertl genau angibt",,,,,
