PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
3186,Leeb,Franziska,,,,,Art Zubereitung des Teiges und der Fülle mit Mohn-Nuß-Mandel oder Reis unter dem Namen,,Wien,,1828,22.09.1828
"",,,,,,,,"Gebäck, Kochrezept",,,,
"",,,,,,,Wiener Beigel auszubacken wünscht,,,,,
"",,Joseph Anton,,,,,"Beschreibung eines Torfbrennofens, neu entdeckt, und zugleich angewendet auf Entschweflung","Torfkohle, Verkohlen, Braunkohle,",,,,
3187,Sonnenthal,,Steininger,Christian,,,,,Wien,,1838,23.10.1838
"",,Baron v.,,,,,der Braunkohlen,Koks,,,,
"",Escher -,,,,,,"Beschreibung u. Zeichnung eines verbesserten Dampfkessels, ..., daß das Feuer im Innern des",,,,,
3188,,Gustav  Albert v.,,,,,,Dampfkessel,Bregenz,,1837,22.11.1837
"",Felsenhof,,,,,,"Kessels um ein schief liegendes Röhrensystem brennt, ...",,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß er in die orientalischen Oberkleider /Szaba/ welche",,,,,
3189,Hassan,Judae,,,,,bisher mit 9 Stück gemacht werden mit 1 Stück in nähmlicher Form ... auf beiden Seiten tragen zu,"Kleidung, Schneiderei, Zuschneiden",Wien,,1836,27.04.1836
"",,,,,,,"können, ... sowohl für Männer und Frauen",,,,,
3190,Muschelik,Johann,,,,,"Beschreibung der ... erfundenen, sich fest zuschliessenden Wagentritte","Trittbrett, Schloß",Wien,,1840,10.06.1840
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß die von ihm gemachten Zigaren-Etvi's im Gerippe mit einem",,,,,
3191,Girardet,Charles,,,,,"Boden versehen sind, welcher dieser Etvi in zwey Abtheilungen theilt, daher ... 5-10 Stück Zigaren",Zigarrenetui,Wien,,1842,03.06.1842
"",,,,,,,aufnihmt ...,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., Spazierstöcke ... dergestalt zu konstruiren, daß in denselben",,,,,
3192,Rath,Hermann,,,,,,"Stock, Zigarrenetui",Wien,,1842,15.06.1842
"",,,,,,,"sechs bis sieben Stück Cigarren ... Platz haben, und sich vollkommen gut erhalten",,,,,
"",,,,,,,"Beschreibung der neuen Erfindung, fertiges Leder und gefertige Lederwaren ... trockenweich,","Leder, Wasserdichtes,",,,,
3193,Brauner,Anton,,,,,,,Wien,,1841,05.06.1841
"",,,,,,,waßerdicht u. über alles bisher und hierin geleistete dauerhafter und billiger herzustellen ...,"Imprägnierung/Leder, Mohnöl",,,,
"",,,,,,,,"Verzinken, Verzinnen,",,,,
"",,Jakob Franz,,,,,"Beschreibung über die ... sehr nützliche Erfindung, ..., um Guß- und Schmiede-Eisen, Stahl u.",,,,,
3194,Hemberger,,,,,,,"Korrosionsschutz, Rostschutz,",Wien,,1837,09.06.1837
"",,Heinrich,,,,,"Kupfer vor der Oxidation zu bewahren, ...",,,,,
"",,,,,,,,Galvanisieren,,,,
"",,,,,,,Darstellung und Beschreibung einer verbesserten Art Papiersiegel und eine neu erfundene Art,,,,,
3195,Berger,Karl Wilhelm,,,,,,Siegelmarke,Wien,,1837,17.06.1837
"",,,,,,,"Folio-Siegel, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung ..., in welcher Pirotechnik, Kunst und Mechanik sich verbinden, ...,",,,,,
"",,,,,,,"daß sich halbrunde, halbviereckigte 24 Zoll hohe Lapidar-Buchstaben-Raketen mit reich besetztem",,,,,
"",,,,,,,,"Fallschirmrakete, Feuerwerk,",,,,
3196,Koelbl,Franz,,,,,"Lampenfeuer hoch in der Luft deutlich und leserlich darstellen, durch welche großartige Erfindung",,Graz,,1838,10.04.1838
"",,,,,,,,Himmelsschrift,,,,
"",,,,,,,"auch die Telegraphen-Korrespondenz bei der Nacht, zu Land, und zu Wasser fortgesetzt werden",,,,,
"",,,,,,,"kann, ...",,,,,
3197,Weber,Johann,,,,,Den Schellack weiß zu bleichen,"Schellack, Bleichen",Wien,,1839,04.03.1839
"",,,,,,,Beschreibung einer Vorrichtung mittelst welcher die verschiedenen Samengattungen auf ihrem,,,,,
"",,,,,,,,"Oelsamen, Konservierung, Silo,",,,,
3198,Felsenstein,Theodor,,,,,"Lager umgewendet werden, um dadurch das kostspielige Umschaufeln zu beseitigen,",,Wien,,1840,15.04.1840
"",,,,,,,,"Elevator, Oelpresse",,,,
"",,,,,,,Beschreibung einer neuen ... Oelpresse,,,,,
"",,,,,,,"Beschreibung der Composition und Fabrication der sogenannten Reis-Brennziegel, welche diesen",,,,,
3199,Preuer,Ignaz,,,,,,"Reisig, Brikett",Wien,,1841,12.05.1841
"",,,,,,,"Namen der Beimischung von Reis verdanken, ...",,,,,
"",,,,,,,Beschreibung der von dem königl. Würtemberg. Bergrath Wilhelm Faber du Four gemachten,,,,,
"",,,,,,,Erfindung eines eigenthümlich konstruirten Apparates zur Ableitung und Benützung der Hochofen-,,,,,
3200,Faber du Four,Wilhelm,,,,,,"Gichtgas, Hochofen, Gasleitung",Wasseralfingen,,1839,01.09.1839
"",,,,,,,"und Cupel-Ofen-Gase zum Betriebe von Schmelz- und Puddling-Oefen, so wie auch zur Heitzung",,,,,
"",,,,,,,von Schweißöfen und Dampfkesseln,,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß er die gepreßten Beinknöpfe nun rückwärts concave",,,,,
3201,Hueber,Franz Anton,,,,,,"Knopf, Presse",Absam/Tirol,,1841,28.05.1841
"",,,,,,,"macht, und in der Mitte des Knopfes rükwärts eine Erhöhung preßt, worin die Oehre fest sitzt",,,,,
3202,Goigner,J.F.,Offenheimer,Franz,,,"Erfindung rücksichtlich Verbesserung von (Offenheimers) Hosenstrupfen mit Federn, ...",Hosenstrupfe,Wien,,1842,12.05.1842
