PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,Ort,Jahr,Einreichdatu
"",,,,,,,"Beschreibung eines Kupferhütchen-Aufsetzers nach der Gerfertigten, muthmaslicher neuer",,,,
771,Barth,Johann,Chowanetz,Franz,,,,Gewehrschloß,Teschen,1827,10.06.1827
"",,,,,,,"Erfindung zum Gebrauche für Jene welche sich der, mit Pistons versehenen Gewehre bedienen",,,,
"",,,,,,,Beschreibung der neuen Maschine zur Zerreibung der rohen Erdäpfeln. Beschreibung der neuen,,,,
"",,,,,,,"Entdeckung ... die Erdäpfel ... zu destilliren, ... Ausziehung des Kraftmehls/Amilum/. Beschreibung",,,,
"",,,,,,,,"Kartoffel, Reibmaschine/Kartoffel,",,,
772,Du Bois,A.J.,,,,,"einer ... Verbesserung der Stärke, ... Beschreibung der ... Erfindung ..., aus einem künstlichen",,Wien,1824,09.11.1824
"",,,,,,,,"Kraftmehl, Stärke, Essig, Eisenbeize",,,
"",,,,,,,"zubereiteten Wein, reinen Essig zu erzeugen, ... Essig Erzeugung ohne Beihilfe der Weintreber,",,,,
"",,,,,,,Beschreibung der verbesserten Eißenbrühe/Acetat defer/,,,,
773,Brodmann,Joseph,,,,,Beschreibung der ... Verbesserung an den Resonanzböden der Piano-Forte ...,"Klavier, Resonanzboden",Wien,1825,25.04.1825
"",,,,,,,"Beschreibung des ... Entdeckung, als: allerhand Inslichtkerzen auf verschiedene Arten zu",,,,
"",,,,,,,"verfeinern, dann aus dem Ueberbleibsel ... allerhand Walck-Wesch-Fleck-Hand und galanterie","Unschlitt, Kerze, Seife, Fleckputzmittel,",,,
774,Frenkel,Ignaz,Stengel,Wolf,,,,,Wien,1824,01.12.1824
"",,,,,,,Seifen. Dann aus dem Auswhl dero eine Art Borax (unter dem Namen Seifen-Borax) ... zu erzeugen,"Walkseife, Boraxseife",,,
"",,,,,,,...,,,,
"",,,,,,,"Descrizione dell'invenzione che ... consiste in un Cemento del tutto nuovo si per la composizione,",,,,
775,Giuriati,Luigi,,,,,,Zement,Virginio,1821,03.12.1821
"",,,,,,,"che pegl'innumerevoli usi, a quali può servire",,,,
"",,,,,,,Descrizione del Telajo. Disegno dimostrativo del Telajo a strintori forato che serve a Tirare in,,,,
776,Cerina,Carlo,,,,,,"Spannrahmen, Kleidung/Spannrahmen",Milano,1826,23.08.1826
"",,,,,,,"nuovo abiti da uomo d'ogni specie, ... [Spannrahmen zum Zurichten der Kleider]",,,,
"",,,,,,,"Descrizione della macchina ... per fabbricare la biancheria, specialmente da tavola a vario disegno,",,,,
777,Briani,Domenico,,,,,,"Leinwand, Jacquardmaschine",Milano,1824,16.10.1824
"",,,,,,,... [Tafelzeug],,,,
"",,,,,,,Umile Descrizione di ... riguardante una nuova Scoperta di Ruote con Pale fendenti ... [Schiffs- und,,,,
778,Sebastianutti,Antonio,,,,,,"Schiffsantrieb, Getriebe, Wasserrad",Trieste,1829,31.01.1829
"",,,,,,,Mühlenräder],,,,
"",,,,,,,"... zeiget ... an: die Entdeckung einer neuen Lackmasse, und Glanz-Lakierung für Leder und alle",,,,
779,Voigts,Johann,,,,,,"Lack, Leder",Wien,1831,22.03.1831
"",,,,,,,"dazu dienlichen Stoffe gemacht zu haben, ...",,,,
"",,,,,,,Beschreibung der neue Verbesserung aller Gattungen Kleiderarbeit sowohl der Frauen als Männer,,,,
780,Kramer,Ignaz,Weitzner,Bernhard,Selka,Vinzenz Jakob,,"Schneiderei, Kleidung",Wien,1825,09.09.1825
"",,,,,,,Kleidungsstücke,,,,
"",,,,,,,Zeigen an eine neue Verbeserung gemacht zu haben welche darin bestehet daß sie eine,,,,
"",,,,,,,bedeutdene Verbesserung in der Kleidermacherrey gemacht haben 1.) Alle Gattungen,,,,
"",,,,,,,Kleidungsstüke mittelst einer eigenen Methode zu verfertigen daß sie den Form bey behalten. 3.),,,,
781,Glauber,Ignaz,Spitzer,Simon,,,,"Schneiderei, Kleidung, Schweißblatt",Wien,1825,16.12.1825
"",,,,,,,daß bei allen Kleidungsstüke von Schweiße mittelst einer eigenen Unterlage [Ochsenblase],,,,
"",,,,,,,verfertigt daß der Schweiß nicht durchzudringen imstande ist. 4.) verhindert auch die Unterlage,,,,
"",,,,,,,daß schnelle zereißen des Tuches oder des Zeuges welches eine folge des faulens von Schweiße ist,,,,
782,Deutsch,Isaak Loebel,Freyberg,Bernhard,,,Beschreibung der neu verbesserte Kleidermacherey,"Schneiderei, Kleidung, Steifleinwand",Wien,1826,03.01.1826
