PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung des Verfahrens, die Incrustation oder das Ansetzen des sogenannten Wassersteins","Kesselsteinmittel, Dampfkessel,",,,
2609,Wagenmann,Karl,,,,,,,Wien,1839,12.06.1839
"",,,,,,,"an den Dampfkesseln auf eine wirksame Weise zu verhindern, ...",Blechabfälle,,,
2610,Unger,Wenzel,,,,,Beschreibung der Peruqueà pour mit Gumi elastique Zug und offenen Wirbl,"Gummiband, Perücke",Wien,1839,03.08.1839
"",,,,,,,"Beschreibung der Verbesserung, daß sie bei allen Sorten von größeren Wasserheb-Saug- oder",,,,
2611,Bozek,Franz,Bozek,Joseph,Bozek,Romuald,"Wasserdruckmaschinen, die Zilinder Kolben, überhaupt alle Theile, welche mit dem Wasser in","Pumpe, Kolben, Gußeisen",Prag,1835,27.05.1835
"",,,,,,,"Berührung kommen, nicht von Messing, sondern von Gußeisen verfertigen",,,,
2612,Fruehwirth,E.K.,,,,,Beschreibung der neu erfundenen und ausgeführten Sparöfen und Sparherde,"Ofen, Kochherd, Dörrofen",Wien,1839,20.09.1839
"",,,,,,,Beschreibung der 4 koleurigen Walzendruckmaschine. Beschreibung der 3 koleurigen,,,,
2613,Schnebely,Theodor,,,,,,"Druckwalze, Farbendruck, Zeugdruck",Prag,1835,08.06.1835
"",,,,,,,Walzendruckmaschine. Beschreibung der 2 koleurigen Walzendruckmaschine,,,,
"",,,,,,,Die neu erfundene wasserdichte Conservation Mauer Trocken-Massa und Verbesserung bestehet,"Mauer/Isolierung, Imprägnierung,",,,
"",,,,,,,"in der Wesenheit darin, daß durch ein Verfahren, nasse schädliche Mauern in trockenen Zustand","Feuchtigkeitsschutz,",,,
2614,Roetzer,Ignaz,Tichazek,Johann v.,,,,,Wien,1839,20.11.1839
"",,,,,,,"versetzt werden, dann daß alle Holz-Stein- oder Metallgegenstände, von den Einflüssen der","Oberflächenschutz, Rostschutz,",,,
"",,,,,,,"Witterung, vor Fäulniß oder Auflösung geschützt werden",Korrosionsschutz,,,
