PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung der ... Erfindung, die Kartoffelmaische in Branntweinbrennereien auf eine bisher",,Kahlenbergerdo,,
4155,Mulzer,Andreas,,,,,,"Kartoffel, Einmaischapparat",,1845,30.03.1845
"",,,,,,,unerreicht ausgiebige Art herzustellen,,rf,,
"",,,,,,,Beschreibendes Modell der von Karl Guigo verbesserten priv. und an Peter Baragiola cedirten,,,,
4156,Baragiola,Peter,Guigo,Karl,,,,Seidenweberei,Wien,1842,28.06.1842
"",,,,,,,Seidenweb-Maschine,,,,
"",,,,,,,Descrizione della nuova scoperta che ... consiste in sostanza in un Elevatore ossia macchina per,,,,
4157,Croff,Giovanni,,,,,,Wasserhebemaschine,Milano,1841,17.07.1841
"",,,,,,,incalzar l'acqua in qualunque situazione ... [Wasserhebemaschine],,,,
"",,,,,,,Descrizione della nuova Scoperta di miglioramento che ... consiste in sostanza nel metodo,,,,
4158,Foschetti,Luigi Eugenio,,,,,d'imbiancare le lamiere di ferro cilindrate ed altri metalli ... [Eisen- und anderes gewlaztes,"Blech, Galavanisieren",Como,1841,01.07.1841
"",,,,,,,Metallblech weißmachen],,,,
"",,,,,,,Descrizione dell'Arnia e dell'Arniajo migliorate e conformi al nuovo metodo di coltivazione delle,,,,
4159,Grisetti,Carlo,,,,,,Bienenstock,Milano,1841,01.07.1841
"",,,,,,,Pecchie ... [Tragbare Bienenstöcke und -körbe],,,,
4160,Giosia,Leoni,,,,,Descrizione di un Carro a bilancia ... [Zweirädiger Bilance-Karren],Karren,Milano,1845,30.08.1845
"",,,,,,,Descrizione della nuova invenzione che ... consiste in sostanza in un nuovo telegrafo eletrico,,,,
4161,Mateucci,Carlo,,,,,,Telegraph,Milano,1845,24.06.1845
"",,,,,,,[Elektro-Telegraph],,,,
"",,,,,,,Descrizione della nuova Scoperta che ... consiste in sostanza di filare la Seta de acqua fredda,,,,
4162,Portalupi,Cesare,,,,,,"Seidenkokon, Seidenhaspel",Milano,1844,29.08.1844
"",,,,,,,"mediante Processo Chimico, ... [Seide in kaltem Wasser mittels chemischem Prozess abhaspeln]",,,,
4163,Dixon,Abraham,,,,,Beschreibung eines Getriebes um Eisenröhre zu schweißen und zu ziehen,Rohrwalzwerk,Wien,1841,29.09.1841
"",,Joseph Wilhelm,,,,,,,,,
4164,Adelberg,,,,,,"Beschreibung der ... Verbesserung in der Fabrikation des Fischbeins, ...",Fischbein,Wien,1841,25.09.1841
"",,Karl,,,,,,,,,
"",,,,,,,"Beschreibung ... auf die Erfindung metalliner Feder- und Reißstiele, nur durch einmalige Füllung",,,,
4165,Birnbaum,A.M.,Lenk,,,,,"Füllfeder, Reißfeder",Teplitz,1843,19.08.1843
"",,,,,,,mit Tinte für den täglichen Gebrauch,,,,
