PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
3367,Hemberger,,,,,,"unverbrennbaren Mörtel /:Climent oder Mastix:/ bestehet, welcher auf Bau- und Schiffsbau-Holz",,Wien,,1838,10.12.1838
"",,Heinrich,,,,,,"Imprägnierung/Holz, Feuerschutz",,,,
"",,,,,,,"angewendet wird, um dasselbe gegen die Wirkung des Feuers zu verwahren",,,,,
3368,Bauer,Ludwig Wenzel,,,,,Ludwig Wenzl Bauer's Methode Oehl zu reinigen,"Oel, Raffinade/Oel, Filtrierapparat",Wien,,1842,30.08.1842
"",,,,,,,"Die Verbeßerungen, welche der Gefertigte hinsichtlich der Erzeugung von Glanzketten im Golde",,,,,
3369,Lobner,Anton,,,,,,"Goldkette, Polieren",Wien,,1843,17.05.1843
"",,,,,,,"mittelst Preßmaschinen in Anwendung gebracht, ...",,,,,
3370,Mueller,Leo,,,,,Beschreibung der neu verbesserten Buchdrucker-Schnellpreße,Schnelldruckpresse,Innsbruck,,1835,08.11.1835
"",,,,,,,Beschreibung des Verfahrens: Torf in allen Feuerungen bey Erzeugung von Feldspath-Porzellan,,,,,
"",,,,,,,,"Torf, Feuerung, Töpferofen, Porzellan,",Klösterle/Böhm,,,
3371,Hillardt,Johann,,,,,"und demselben verwandten Thonwaren, statt Holz, Stein- und Braunkohle mit Vortheil zu",,,,1842,01.02.1842
"",,,,,,,,Tonwaren,en,,,
"",,,,,,,"verwenden, nebst der Angabe der hiezu nothwendigen Konstruktion von Oefen",,,,,
"",,,,,,,"Beschreibung der verbesserten Erfindung der Mosaikgegenstände, auf Wände, Spalierung,",,,,,
"",,,,,,,,"Hirnholz, Holzsäge, Holzmosaik,",,,,
3372,Podany,Franz,,,,,"Blavons und Fußböden, Möbel viel künstlicher, schneller und dauerhafter, wie auch billigeren",,Wien,,1843,07.04.1843
"",,,,,,,,"Täfelung, Decke, Parkettboden, Möbel",,,,
"",,,,,,,Preise herstellend,,,,,
3373,Rueppel,Karl sen.,Rueppel,Karl jun.,Sacksa,Joseph,Beschreibung der Jalousien,Jalousie,Wien,,1842,12.07.1842
"",,,,,,,Descrizione della nuova scoperta che ... consiste in sostanza nella fabbricazione delle carte,,,,,
"",,,,,,,,"Buntpapier, Golddruck, Silberdruck,",,,,
3374,Limito,Stefano,,,,,marocchinelucide per foderare i cappelli e per altri usi ... [Glänzendes Maroquinpapier zum Füttern,,Padua,,1843,11.01.1843
"",,,,,,,,"Presse, Hutfutter",,,,
"",,,,,,,der Hüte und anderen Dingen],,,,,
"",,,,,,,Descrizione dell'invenzione che ... consiste in sostanza in un nuovo sistemo di applicazione del,,,,,
3375,Poidebard,Sebastiano,,,,,,"Seide, Spinnmaschine",Milano,,1843,19.01.1843
"",,,,,,,lavore delle sete dividendo il filato in due operazioni ... [Spinnen der Seide in zwei Arbeitsgängen],,,,,
"",,,,,,,Beschreibung der von dem Unterzeichneten gemachten neuen Erfindung in Ansehung des,,,,,
3376,Simmerl,Franz,,,,,,"Armband, Schließe",Wien,,1843,11.03.1843
"",,,,,,,Schlusses der Bracelettes,,,,,
"",,,,,,,,"Seifensiederfluß, Kalzinieren, Bleichen,",,,,
3377,Epstein,Simon,,,,,Verfahrungs-Art bei Erzeugung des Bleichersalzes aus Seifensiederlauge,,Karolinenthal,,1839,01.02.1839
"",,,,,,,,"Entfärben/Glas, Glaswasser",,,,
3378,Guth,Franz,,,,,Beschreibung der Feilenhau-Maschine,Feilenhaumaschine,Chrudim,,1842,05.12.1842
"",,,,,,,"In einem gewöhnlichen Puddlingofen, wie derselbe zum Betriebe mit Steinkohlen eingerichtet ist,",,,,,
3379,Pesendorfer,Joseph,,,,,"findet die Manipulation auf dieselbe Art statt, mit der ausdrücklichen Aenderung, daß die","Puddelofen, Torf, Feuerung",Rottenmann,,1838,15.12.1838
"",,,,,,,"Heitzung ausschlüßlich nur mit Torf und keinem anderen Brennmateriale vorgenohmen wird, ...",,,,,
3380,Mierschinsky,Thaddaeus,,,,,Mierschinskische Lampen ...,Lampe,Klattau,,1842,09.12.1842
