PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
"",,,,,,,"Mein verbessertes Verfahren der Mehrungs Räumung gründet sich darauf, daß der Unraht nach",,,,,
380,Sailler,Anton,,,,,,Exkremente,Graz,,1826,18.10.1826
"",,,,,,,"jeder beliebigen Zeit weggeschafft werden könne, ...",,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, welche ... darin besteht 1. Ist die Senkgrube nicht mehr mit",,,,,
380,Froehlich,Johann,,,,,Unrath gefüllt ... 2. wird auch der üble Geruch der Abtritte beseitigt. 3. kostet die Räumung nicht,Exkremente,Graz,,1826,18.10.1826
"",,,,,,,mehr als die gewöhnlich bezahlung der jetzigen ... 4. verursacht diese Art Räumung kein Geruch ...,,,,,
"",,,,,,,Beschreibung der erfundenen Verbesserungs-Methode bey der Verfertigung odinärer und feiner,,,,,
381,Muedler,Heinrich,,,,,,Hut,Horn,,1826,01.05.1826
"",,,,,,,"Filzhüte, wie auch der, mit Seidenfelber zu überziehenden Filzhüthen, ...",,,,,
382,Helfenberger,Justin,,,,,Beschreibung der Handschäl- oder Gerbmühle ...,Getreideschälmaschine,Rorschach,,1821,10.04.1821
383,Helfenberger,Justin,,,,,Beschrieb der Handschäl- oder Gerbmühle eines zweiten Prinzips ...,Getreideschälmaschine,Rorschach,,1821,24.04.1821
"",,,,,,,Beschrieb der Verbesserung und Erleuterung unssers ... Zewyten Schähl- oder Gerbmühle zum,,,,,
"",,,,,,,"Gebrauch von Frucht, Malz, und Haferbrechen ohne Stein und nach jedem Maßstab von Mans,",,,,,
384,Helfenberger,Justin,,,,,"Pferde, und Wasserkräften etc. und nach verhältnismäßiger Anwendung dieses Prinzips auf die","Getreideschälmaschine, Mühle",Rorschach,,1822,08.01.1822
"",,,,,,,Größe der beschaalten Früchten (Hülsenfrüchten) und noch zu anderen zu zerkleinernden,,,,,
"",,,,,,,Gegenständen benützt werden kann,,,,,
"",,,,,,,,"Destillierapparat, Branntwein, Likör,",,,,
385,Weiss,Franz,,,,,Die Einmaischungs-Methode aus Kartoffeln Brandwein zu brennen,,Wien,,1825,18.08.1825
"",,,,,,,,Rosoglio,,,,
386,Scholz,Emanuel,,,,,"Beschreibung der ... neu erfundenen Farben, schnell trocknent mineralische Mosaik ... [Polnisch]","Farbe, Lack",Sambor,,1822,08.05.1822
"",,,,,,,"Beschreibung der ... neu erfundenen Art, auf welche man von jedem bereits aufgemauerten",,,,,
"",,,,,,,"Gebäude die Feuchtigkeit leicht vertilgen, als auch, wie man alle von neuen aufzuführenden",,,,,
"",,,,,,,,"Mauer/Isolierung, Feuchtigkeitsschutz,",,,,
387,Scholz,Emanuel,,,,,Mauern von dem Zufluße jeder Feuchtigkeitsnäße sowohl vom Grunde als auch von jeder damit,,Lemberg,,1824,23.03.1824
"",,,,,,,,Trockenlegung,,,,
"",,,,,,,angesteckten benachbarten Seitenmauer mittels Anwendung eines Mauerkitts auf immer,,,,,
"",,,,,,,verhüten kann,,,,,
"",,,,,,,Beschreibung ... aus dem wie in der ersten eingelegten ... Verfahrungs artigen fabrizirte Aneis und,,,,,
388,Keim,Markus,Schaechter,Emanuel,Schaechter,Abidon,,Sliwowitz,Temesvar/Wien,,1827,16.08.1827
"",,,,,,,"Korn Geist, werden folgende Liquere und Rosoglie als auch verädelte Sliwowitz ... verfertigt",,,,,
389,Engel,Franz,,,,,"Beschreibung [der] Erfindung dreyer Gattungen Glanz Wichse, und einer WichsSalbe ...",Schuhcreme,Pest,,1823,15.10.1823
