PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
"",,,,,,,"naturale le bevande dolci, ... il carbone animale, ... [Neue Hefen. Tierische Kohle zum Entfärben der",,,,,
"",,,,,,,Getränke],,,,,
"",,,,,,,"Beschreibung der ... Verbesserung der schwarzen und rothen Tinte, und einer anderen",,,,,
"",,,,,,,"unvertilgbaren schwarzen zum Bezeichnen der Wäsche geeignet bereite, ferner die Verbesserung","Tinte, Wäschemerktinte, Farbstift,",,,,
1107,Steiner,Ernst Franz,,,,,,,Wien,,1827,18.10.1827
"",,,,,,,"der Mahler, Zeichen und Pastelstifte, der Tusche, der Blaufärbung der Wolle nach einer neuen","Tusch, Färben/Wolle, Blau, Lederfett",,,,
"",,,,,,,"Verfahrungsart und einer wasserdichtmachenden Masse für Leder, Stiefel etc. erfunden habe",,,,,
"",,,,,,,"Wesentliche practische Verbesserungen an den neu erfundenen Pflug /:Scarificator, Cultivator:/",,,,,
1108,Rottenbiller,Peter,Schmidbauer,Joseph,,,,Kultivator,Budapest,,1830,02.08.1830
"",,,,,,,des englischen General-Major Beatson ...,,,,,
"",,Joseph Michael,,,,,,,,,,
1109,Ehrenfels,,,,,,"Beschreibung der ... Erfindung und Verbesserung der Weine, ...",Wein,Wien,,1826,13.11.1826
"",,Frh.v.,,,,,,,,,,
"",,,,,,,"Beschreibung und Zeichnung der ... Entdeckung, ..., daß mittelst einer Maschine die Tischlerhölzer",,,,,
1110,Hummel,Karl,,,,,,"Hobelmaschine, Fräsmaschine/Holz",Wien,,1824,20.08.1824
"",,,,,,,"bearbeitet, und allerley GesimmsGlieder zur Verfertigung bereitet werden können",,,,,
"",,,,,,,"Erklärung des ... über die neuen Entdeckung und Verbesserung aller Gattungen Männerkleider,",,,,,
"",,,,,,,welche Jederman nach seinem Körperbau anpaßend sey müßen; indem zugleich die Aermel,"Kleidung, Maßnehmen, Zuschneiden,",,,,
1111,Kaeding,Ludwig,,,,,,,Wien,,1828,23.12.1828
"",,,,,,,"bequem und kleidend sind ..., nach den Regeln der Mathematik auf eine leichtere, und",Schneiderei,,,,
"",,,,,,,"geschwindere Art zu befördern, ...",,,,,
"",,,,,,,Beschreibung einer Maschine zur Erzeugung gedräther Schnüre aus Seide Wolle Baumwolle,,,,,
1112,Eggerth,Joseph,,,,,,"Spinnmaschine, Kordel",Wien,,1829,29.01.1829
"",,,,,,,Leinen etc. mittelst jeder beliebigen Treibkraft,,,,,
"",,Karl Friedrich,,,,,Um aus jeder Thonerde Feuerfeste Thonwaaren und künstliche Bausteine in allen Größen und,"Feuerfeste Tonwaren, Ziegel,",,,,
1113,Reichard,,,,,,,,Wien,,1829,09.12.1829
"",,Wilhelm,,,,,Formen herzustellen,Tonwaren,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß bey der Kupferhuetchenfabrication die Zubereitung des",,,,,
"",,,,,,,,"Zündhütchen, Stanze,",,,,
1114,Siegl,Joseph,,,,,"Kupfers auf eine bessere Art geschehen, und die Maschinen vereinfacht seyen, vermittelst",,Wien,,1827,20.02.1827
"",,,,,,,,Mikrometerschraube,,,,
"",,,,,,,"welcher die Kupferhütchen dehnbarer, besser, schneller und billiger verfertiget werden",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß er eine Steinmasse (Silikat-Masse) zur Dachdeckung, zu Bau-",,,,,
1115,Lange,Karl Friedrich,,,,,,"Kunststein, Dach, Grabstein, Gesims",Wien,,1827,22.06.1827
"",,,,,,,"und Grabsteinen, dann zu Hausverzierungen verfertige, ...",,,,,
