text,source,class,location,respones
"24 Furno (J.), à Naples. — Exercices pratiques d'harmonie adoptés au Conservatoire :de musique de Naples; cantates de Niccolo Porpora, avec accompagnement de piano àl'usage des écoles de chant dudit Collège. ",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,Naples,Napoli
"22 Gariboldi (Chevalier G. de Macerata), demeurant à Paris. — Petite école de iemusique d'ensemble et d'accompagnement. ",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,Paris,Macerata
"2 Garzia, chef de musique. — Fantaisies musicales. Giatti (D.) — Grande méthode théorique pratique progressive pour trompette ow cornet ensi bémol; l'école de perfectionnement, appendice. i ",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,musique,Roma.
"24. Guereia (Chevalier A.), à Naples. — Méthode de chant adoptée par le Collége royal. ",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,Naples,Napoli
25 HKrakamp (Chevalier E.}à Naples.— Méthode pour flûte cylindrique à la Boehm; méthodepour basson; méthode pour clarinette; méthode pour le solfége parlé collectif; méthodepour le solfége chanté et joué; cours complet de perfectionnement pour la flûte; urexercices caractéristiques pour clarinette. ,Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,Naples,Napoli
"2 Lombardäimi (Chevalier J.),à Naples. — Cours complet de l'art du chant pour les voix demezzosoprano et de ténor. ",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,Naples,Milano
"28 Maglionimi (J.), à Florence. — Méthode graduée et ilustrée d'orgue; vingt chœurs enforme de prélude pour orgue. » ",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,Florence,Firenze
"29 Majer (J.), à Udine. — Étude de dessin géométrique ornemental et décoration polychrome;études d'ornementation à deux teintes, à l'usage des instituts techniques. ge Maneinelli. — Compositions. Ministère de l'instruction publique. — Matériel et illustrations de Frgnement technique : ",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,Udine,Udine
43e ,Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,,Il nome italiano della città potrebbe essere Roma.
1,Paris_1878_Italy_84.jpg,"CLASSE 90.
Plantes de serre.
Éeole royale supérieure d'agriculture, PRES — Plantes de",,Milano
"1. Dessins exéculés par les élèves des instituts techniques d'Alexandrie, d'Asti, deBergame, de Brescia, de Casale, de Castel etti, de Catane, de Côme, de Coni, détForli,de Jesi, de Livourne, de Mantoue, de Messine, de Milan, de Modène, de Naples, deParme, de Pavie, de Pesaro, de Pérouse, de Plaisance, de Ravenne, de Salerne, de Savone, de Turin, d'Udine, de Venise, de Vogbera; album de dessins exécutés par les!élèves des instituts techniques de Florence, de Gênes et de Padoue. :",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,Brescia,Milano
"2. Cartons conienant des dessins géométriques exécutés par les élèves de l'instituttechnique de Milan. KE Les contenant des dessins géométriques exécutés par les élèves des institutsnautiques de Gênes et de Naples; plan de Sorrente,",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,l,Milano
"4. Cartons contenant des dessins de géométrie pratique et de topographie exécutés parles élèves des instituts techniques d'Alexandrie, d'Asti, de Casale, de Castelletti, de Coni,de Jesi, de Novare, de Perouse, de Piaisance, de ReggioEmiäia, d'Udine, de Viterbe,",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,géométrie,Reggio Emilia
"5. Cartons contenant des dessins de constructions civiles et rurales exécutés par lesélèves des instituts techniques d'Alexandrie, d'Asti, de Casale, de Castelleuti, de Mantoue, de Naples, de Pérouse, de ReggioEmilia, de Turin, d'Udine, de Viterbe; dessinsde constructions civiles et rurales exécutés par les élèves de l'institut technique de Turin.",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,constructions,Asti
"6. Carton contenant les dessins de machines exécutés par les élèves des instituts tech ï e Jesi. de Naples, de Turin, d'Udine; album de dessins de machines de l'instituttechnique de Pesaro.",Paris_1878_Italy_3.jpg,606 ITALIE. — GROUPE II. — CLASSES 6 À 16.,machines,Napoli
"7. Carton contenant des dessins de machines, exécutés par les élèves des instituts nautiques de Naples; plan de Sorrente; album de dessins de machines de l'institut nautiquede Livourne.",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",machines,Napoli
"8. Cartons contenant les dessins d'hydrographie exécutés par les élèves des institutsnautiques de Camogli, de Gênes, de Livourne, de Naples; plan de Sorrente.",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",Camogli,Napoli
"9. Carton contenant les dessins de constructions navales exécutés par les élèves desinstituts nautiques d'Ancône, de Chioggia, de Gênes, de Naples; plan de Sorrente.",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",constructions,Ancona
10. École nautique d'Ancône; modèle de navire.,Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",navire,Ancona
"11. Mancui (P.), professeur enseignant l'histoire naturelle à l'institut technique deFlorénce : cinq vitrines contenant des modèles en cire,",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",l,Firenze
"12. Carton contenant les dessins exécutés dans les écoles des arts et métiers; Florence,écoie de sculpture sur bois, deux albums; Iglesias, école des mines: album; SestoFiorentino, école des arts et métiers: petite caisse, album.",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",sculpture,Firenze
"13. Modëles : école pour les ouvriers, à Padoue; ferme en bois et en fer exécutée parl'élève Vignon; ferme pour la construction d'un arc à plein cintre, exécutée par l'élèveNardin; ferme pour la construction d’un arc elliptique exécutée par l'élève Nardin; fermepour la construction d’un arc exécutée par l'élève Nardin; charpente d’un couvert exécutéepar l'élève Vignon; échelle de bois exécutée par l'élève Vignon.",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",Padoue,Padova.
"14. École de sculpture sur bois, à Florence : bois sculptés de l'école du professeurGaiani, exécutés par les élèves Giunti, Gori, Piccardi, Cozzi, Pieri, Biondi; sculpturessur bois de l'école du professeur Romanelli, exécutées par les élèves Frassinelli, Randelli, Massi, Gazzini, lrassineti. Modèles de constructions n° ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Florence,Firenze
"7; modèles en plâtre exécutés par les élèves Nenciolini,Sborgi, Marucelli, Andorlmi, Cal",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,,"cio. 

Il nome italiano della città è Milano."
"6, Bartolini. Une monographie est jointe à la collection. Matériel et illustrations de l’enseignement secondaire et de gymnastique, savoir :machines et appareils destinés à l'enseignement de la physique pour un cabinet de lycée;collection de livres de texte employés dans les écoles secondaires; une petite collection decartes géographiques; modèles de dessins d'édifices et d'appareils de gymnastique, soitpour les ecoles primaires, soit pour les écoles secondaires. Une monographie est jointe à la collection Momarimi. — Travail vocal. ;Mongé (J.), à Mantoue. — Atlas historiographique d'Italie. ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,la,Mantova
"4 Morandi (G., professeur) à Milan. — L'art de la décoration; la villa Adriana; spécimend'une nouvelle méthode d’unification et concordance des quatre évangiles. ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Milan,Milano
"6Morisomi. — Compositions sacrées et profanes. Municipalité de Rome et Polacco (lJ.), directeur de l'enseignement de lagymnastique dans les écoles communales. — Dessins du gymnase communal; modèle dumême gymnase. ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Rome,Roma.
"45 Oddo (P.), à Palerme. — Grammaire de la langue musicale. ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Palerme,Palermo
"27 Paravia (J.B.), à Turin. — Globe terrestre et céleste; petite machine démontrant larotation de la terre; sphère planétaire et armillaire; carte des courants marins et deslignes isothermiques; topographie (auteur, Tirone); tableau de minéralogie (auteur,Bellardi) ; pective de Gallo et ornement de Marmelli, albums; modèles et photographies pour l'étude de l'ornement; nomenclature géométrique (figures et tableaux). ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Turin,Torino
"2 Parenoci. — Composition sacrée.Petochi. — Compositions pour orchestre. Pinechetti (P.), à Côme. — Cours théorique et pratique pour la fabrication des étoffes desoie, ouvrage pourvu d'échantillons types en majeure partie expressément fabriqués parauteur pour l'illustration de son cours, ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Côme,Como.
"8 Platania (P.), professeur, directeur du Collège royal de musique, à Palerme. — Traitérationnel pratique d'harmonie, suivi d'un cours de contrepoint. — Cours complet defagues, ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Palerme,Palermo.
"9  Pozzesi. — Concerto pour piano avec orchestre. Hiolo (G.), à Palerme, — Dessins polychromes, tableaux; polyèdres en bois: tablettes àjour à dessins géométriques; brochures sur le dessin. Le ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Palerme,Palermo.
"4 Rossi (Commandeur L.), directeur du Collège royal de musique, à Naples. — — Guide à ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Naples,Napoli
"1cours d'harmonie orale; exercices pour chant. Sebastiami. — Composition musicale. Sgambhati. — Compositions pour piano. Simonetti (F.), à Naples. — Préceptes sur le mécanisme moderne du piano.Soldati (V.), à Turin. — Tables tachéometriques. Tardozzi. — Compositions musicales, vocales. ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Naples,Napoli
"1Terziami. — Composition musicale, à Tizzani (Chevalier V.), à Naples. — ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Tizzani,Napoli.
"33 études sur les septièmes diminuées avec gammechromatique Glissert; méthode technique raisonnée et appliquée, démontrant le, micanisme dans les divers mouvements des doigts; études et exercices sur les septminuées (ouvrage inédit.) Œosti. — Compositions pour piano. us. ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,technique,Il nome italiano della città è Roma.
"4 Varisco (J.), à Milan. — La musique pour tous, encyclopédie chorale pour ‘ans cévoix; la harpe mélodieuse. ""RSS Vegezzi (M.), à Bergame. — La plume volante, traité de stinographie, ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Milan,Milano
"42 RER à Abbaye de Montecassino. — Biblioteca Casinensis, paléographie artistique deMontecassino. LES Bozzo (E.V.), à Palerme, — Essais de paléographie sicilienne du xrv* siècle (un volumede ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Abbaye,Montecassino
60 planches). ,Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,,Milano
"6 Claizzolini (J.), ingénieur, à Milan. — L'Italie a ricole, journal illustré. ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Milan,Milano
"19. |site Direction de l'agriculture. — Tableau représentant l'activité sciontifh que desstations expérimentales agraires italiennes, Journal des stations ayraires (",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,l,Lecco
18721 ,Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,,Milano
"877) \ FADi Rovasenda (Chevalier J.), à Turin. — Essai d'une ampélographie universelle. ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Turin,Torino
"42 École a'Obstorrieie,: à Milan, — Album photographique de pièces d'anatomie Fi Frgique obstétricique ; dessins de pièces d'anatomie normale obstétricique obtenusnature, moyennant section de morceaux congelés. F Fe | Fans (",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Milan,Milano
"2° IL), à Milan. — De la charité préventive en Italie et de l'organisation de laSocieté de secours mutuels (un volume). gr Filopanti (Q.), député au Parlement, à Bologne. — Leçons d'astronomie. gli LE. Jervis (Chevalier G.), conservateur du Musée royal industriel, à Turin. — Lies trésors Msouterrains de l'Italie (ouvrage illustré); guidé aux eaux minérales d'ftalie ( Esiatine de Natali (E.), professeur, à Palerme, — Archives de pédagogie et sciences analogues (une année) ; Ge la pedagogie dans ses harmonies et ses antiuomies (un «volume); fragments pédagogiques (un volume). ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Milan,Milano
"40 Koeseher Ermanno et ©C', éditeurs, à Rome, — Inscriptions des églises et d'autres édific:s de Rome, depuis ",Paris_1878_Italy_6.jpg,ITALIE. — GROUPE IL. — CLASSES 6 À 16. 609,Rome,Roma
