text;source;class;location;respones;LAU_ID;candidate_match_step2_1;candidate_match_step2_2;candidate_match_step2_3;candidate_match_step2_4;candidate_match_step2_5;candidate_match_step2_6;candidate_match_step2_7;candidate_match_step2_8;candidate_match_step2_9;candidate_match_step2_10;candidate_match_step2_11;candidate_match_step2_12;candidate_match_step2_13;candidate_match_step2_14;candidate_match_step2_15;lau_id_step2
"14. Barbera (Gaspard), à Florence.— Ouvrages imprimés ; collection dismant reliée en parchemin avec dorures et feuillages coloriés, par M. Tar.tagli et renfermée dans une cassetted'ébène, marquetée par M. Berbette.";Paris1867_Italy_0.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Florence;The Italian city mentioned in the string is Florence (Firenze in Italian).;048017;Firenze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;048017
48. Bassi (Frédéric), typographieClaudienne, à Florence. — Ouvragesreligieux.;Paris1867_Italy_0.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Florence;The Italian city mentioned in the given string is Florence (Firenze in Italian).;048017;Firenze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;048017
16. Bonaini, à Florence. — Recueil d'ouvrages typographiques.;Paris1867_Italy_0.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Florence;The city mentioned in the string is Florence (or Firenze in Italian).;048017;Firenze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;048017
"17. Cellini (Marien) et Cie, à Florence. — Dante et son siècle; Vocabulaire de la Crusca; publicationsd'archives et d'ouvrages littéraires.";Paris1867_Italy_0.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Florence;Florence, or Firenze in Italian.;048017;Firenze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;048017
48. Fabroni (Joseph), à Florence.— Poésies arabes, traduites par Antonie Banieri,;Paris1867_Italy_0.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Florence;The Italian city mentioned in the string is Florence (Firenze in Italian).;048017;Firenze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;048017
49. Le Monnier (Félix), à Florence.— Recueil d'ouvrages imprimés.;Paris1867_Italy_0.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Florence;Florence (Firenze in Italian) is the city mentioned in the given string.;048017;Firenze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;048017
20. Tofani (Jean), à Florence. —Ouvrages sur le mouvement de lapopulation du royaume d'Italie, sur lanavigation italienne à l'étranger et destatistique. PRODUITS D'IMPRIMERIE ET DE LIBRAIRIE.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Florence;Florence;NA;Florence;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"#1. Nistri frères, à Pise. — Collection de manuscrits italiens ; ouvrageslittéraires et philosophiques.";Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Pise;Pisa;050026;Pisa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;050026
2%. Fumi (Théodore), à Montepulciano.— Ouvrages scientifiques et ju . ridiques.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Montepulciano;Montepulciano is the Italian city mentioned in the string you provided.;052015;Montepulciano;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;052015
"33. Sgariglia (Pierre), à Foligno.—Essais historiques sur les ÉtatsUnisd'Amérique; essai sur le caractère etl'esprit des femmes; Ouvrages de liturgie imprimés en rouge et en noir.";Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Foligno;Foligno;054018;Foligno;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;054018
34. Caporale (Gaétan), à Naples.— Code de médecine arabe de Mesué.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Naples;Naples (Napoli in Italian);063049;Napoli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;063049
"25. Angelis (De) frères, à Naples.— Spécimens typographiques ;: dessind'une machine typographique.";Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Naples;The Italian city mentioned in the string is Naples (Napoli in Italian).;063049;Napoli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;063049
"26. Detken (Albert), à Naples. —Monumenis  cpigrophica Pompeiana ;Inscriplionum Oscarum Apographa ;vases peints découverts à Cumes.";Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Naples;The city name mentioned in the given string is Naples (Napoli in Italian).;063049;Napoli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;063049
21. Mattei (Pascal), à Naples.— Levieux et nouveau Latium du temps desRomains, avec les frontières et lesalentours de l'Etrurie , de la Marsiqueet de la Campane,;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Naples;Naples (Italian: Napoli).;063049;Napoli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;063049
3. Lao (François), à Palerme. —Traduction de la SainteÉcriture.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Palerme;The Italian city mentioned in the string is Palerme, which is the Italian name for Palermo.;082053;Palermo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;082053
9. Chiossone (Bominique), à Paris.— L'Ilalie artistique illustrée.];Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Paris;"The city name mentioned in the string is ""Chiossone.""";NA;Chiossone;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
30. Malavasi (Louis), à Ripafratta(Lucques). — Traité de sciences mathématiques, édition stéréotype.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Ripafratta;"The Italian city mentioned in the given text is ""Lucques,"" which is the Italian name for the city also known as ""Lucca"" in English.";046017;Lucca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;046017
4H. Sonsogno (Édousrd), à Milan.— Spécimen de journaux littéraireset de mode illustrés.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Milan;Milan.;NA;Milan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33. Bu Jardin (Jean), à Gênes. —Spécimens du journal le Santé.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Gênes;Genoa (Genova);010025;Genova;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;010025
"33. Mottaro (Louis), à Gênes. —Spécimen du journal {a Femme ct leFamille; ouvrages littéraires. à";Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Gênes;"The potential typo could be ""Mottaro."" A possible Italian city that matches this typo could be ""Matera.""";077014;Matera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;077014
34. Cheriei (Nicolas), à Arezzo. —Spécimen du journal la Vallée tibérire.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Arezzo;The Italian city mentioned in the string is Arezzo.;051002;Arezzo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;051002
35. Lancia de Brolo (Frédéric),à Palerme. — Spécimen du journal dela Commission d'egriculture pour JaSicile.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Palerme;The Italian city mentioned in the given string is Palermo.;082053;Palermo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;082053
36. Giammartini (Melchiade), àPadoue. — Musique imprimée.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Padoue;Padua;NA;Padua;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
37. Giudioi et Strada , à Turin.— Musique imprimée.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Turin;Turin;NA;Turin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"38. Bianehi (François), à Crémone. — Livret d'opéra et ballet; partitionsmusicales.";Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Crémone;There is no Italian city mentioned in the given string.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
39. Paoletti (Henry), à Florence.— Cahiers de musique.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Florence;Florence;NA;Florence;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
40. Minelli à Rovigo. — Discourssur le Jubilé du Dante, imprimé sur bois.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Rovigo;Rovigo;029041;Rovigo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;029041
"4. Perrin (Claude), à Turin. —Album pittoresque des campagnes italiennes ; les Merveilles des trois règnesde la nature, avec illustrations coloriées la nouvelle capitale de l'Italie ;avec descriptions et plans; Cours decalligraphie. (Voir cl.";Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Turin;Perrin (Claude), à Turin.;NA;Perrin;Claude;Turin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
43. Boyen frères, à Turin. — Spécimens de lithogrephies et dessinsportraits au crayon. #. Fontana (Melchior), à Venise,— Lithographtes.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Turin;The Italian city mentioned in the given string is Turin (Torino in Italian).;001272;Torino;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;001272
45. Richter et Cie » à Naples. —Maisons et monuments de Pompéi.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Naples;The Italian city mentioned in the string is Naples (Napoli in Italian).;063049;Napoli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;063049
"46. Prosperini (Pierre), à Padoue.— Spécimens de lithographies et detypographies ; pierre lithographique.";Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Padoue;The Italian city mentioned in the given string is Padoue, which is the French name for the city of Padua in English.;NA;Padoue;Padua;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
47. Cabella (Dominique), à Gênes.— Estsmpes reproduites par la lithographie.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Gênes;Genoa;NA;Genoa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"48. Gibelli (Adèle), à Gênes. —Écriture commerciale lithographiée ;plan lithographique de la ville deGênes; dessins au crayon et à laplume.";Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Gênes;The Italian city mentioned in the text is Gênes, which is also known as Genoa in English.;NA;Genoa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"49. Pellas frères, à Florence. —Spécimens de lithographies, d'iconographies, de pantographies et d'olographies; carte géographique de lamer Rouge et de la Palestine.";Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Florence;Florence;NA;Florence;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
50. Nobile (Gaétan), à Naples, —Spécimens de typographie et dechromotypographie.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Naples;The city mentioned in the given string is Naples (Napoli in Italian).;063049;Napoli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;063049
"#1. Fraueufelder (Georges), àPalerme.— Estampes chromo lithographiques. a. Auriehella (Gsétan), présentépar la souscommission de Catane. —Lithographies et photographies; pierrelithographique. (Voir cl.";Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Palerme;#1. Fraueufelder (Georges), à Palerme.;NA;Fraueufelder;Georges;Palerme;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
53. Bichring, à Messine. — Lithogrepbies.;Paris1867_Italy_1.jpg;"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.";Messine;Messine (English) or Messina (Italian);083048;Messina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;083048
"1. Magna Pigna.e Gie, àMilan. — Papier fin de. différentes qeslités; papier fabriqué à la mais.";Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";la;Milan;NA;Milan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2. Vita (Guillaume), à Milan. —Papier pour affiches: papier d'embeklage fabriqué avec. des matières végétales indigènes, {;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Milan;The Italian city mentioned in the given string is Milan (in English) or Milano (in Italian).;015146;Milano;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;015146
3. Brigenti (J.Ango), à Bergame.— Papiers de paille.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Bergame;The Italian city mentioned in the string is Bergamo (in Italian).;016024;Bergamo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;016024
"5. Nadari (Bernacdin) et Cia, àLugo de Vicence (Vienne). Papierssans fin à.la mécanique; papiers à lamain.";Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";lamain;The Italian city mentioned in the given string is Vicenza (Vicence in French).;024116;Vicenza;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;024116
6. Los (Nicolas), à Tréwise.sPapierde chiffons fabriqué à le main.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Tréwise;Unfortunately, there is no Italian city mentioned in the given string.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1. Galsani (André). à Une: —Papier fabriqué à La: main.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Une;There is no Italian city mentioned in the given string.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9 ŒCiviane, (Barthélemy), à Verrazze Savone). — Papien dit à potacle.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Verrazze;"The potential city name in the string is ""Verrazze Savone"". The Italian name of the city is ""Varazze"" and the English name is also ""Varazze"".";009065;Varazze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;009065
40. Ghigliotti (Barthélemy).eh fits,à Pegli (Gènes)..— Papiss à La mainde diverses qualités.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Pegli;Pegli;NA;Pegli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41. Testa frères, à Gênes. — Papiers.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Gênes;"The city name mentioned in the string is ""Gênes"" which is the French name for the Italian city of Genoa.";NA;Genoa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12. Jacob (Louis) et Cie, à Revereto (Trent). — Spécimens de pspiers. .;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Revereto;"The Italian city mentioned in the given string is ""Revereto"" (Italian name).";NA;Revereto;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
43. Martinomai (Joseph), à Parel({vrée).— Échantillons de papier. blaneet coloré fait avec des chiffons et desdéchets de papier.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Parel;The potential city name in the given string is Parel. Parel is the English name of a neighborhood in Mumbai, India and is not located in Italy.;NA;Parel;Parel;Mumbai;India;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"14. Faverio (Pierre), à Masliamico(Côme). — Chiffons et papier;, fibres,végétales pour La. fabrication. des pepiers ; tubes d'une seule pièce pourCartouches.";Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Masliamico;The Italian city mentioned in the string is Como (Côme in French).;013075;Como;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;013075
15. Ferrario (Frasçois, eh Dam)frères et Wemtura, à. Maslienico(Côme). — Papier fabriqué. à la main.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";la;Como;013075;Como;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;013075
"16. Bimda. (Ambroise). et. Cie, à Milan. — Papiers. blancs of, de. couleurpour l'imprimerie, pour lettres @$. pour dessin ; enveloppes. (Vois cl.";Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Milan;The city mentioned in the given string is Milan.;NA;Milan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17. Moëlimari (JeanBaptiste), à Varazze (Savone}. — Papien da chiffon.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Varazze;Varazze (Savona);009065;Varazze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;009065
18. ViMm (Anteins), à Varazze(Savone). — Papier de chiffon.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Varazze;The Italian city mentioned in the given string is Varazze (Savona in English).;009065;Varazze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;009065
49, Tardiss (Jean), à Turin. —Échantillone de rebures de luxe.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Turin;The Italian city mentioned in the string is Turin.;NA;Turin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
%œ. Pioraccetéi (Alaxandre), à Livourne. — Grandhivre. à l'usage ducommerce.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Livourne;Livourne (Levorno in Italian);NA;Livourne;Levorno;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
91. Volpimi (Césas), à Flarance. —Rapier de différentes qualités.;Paris1867_Italy_2.jpg;"CLASSE 7. — OBIETS D& PAPETERS ;
RELIURES; MATÉRIEL DES ARTS DE
LA PHINTURE ET DU DES.";Flarance;"The city name mentioned in the string is ""Flarance,"" which should be referred to as ""Florence"" in English or ""Firenze"" in Italian.";048017;Firenze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;048017
