text,source,class,location,respones
"43Paravia (J.B.),à Turin. — Série de jouets et de dons, système Früebel; tables de nomenclature et livres pour jardins d'enfants. ",Paris_1878_Italy_2.jpg,"ITALIE, — GROUPE II. — CLASSES 6 À 16. 005
Podesta (E.), professeur, à Arezzo. — Traité elémentaire d'agriculture; premiers éléments
d'agriculture pour les écoles elémentaires. E",Turin,Torino
"2 professeur, à Bologne. — Méthode de chant en chiffres, dite chorale; méthode pratique complète de chant; opérettes en musique. ",Paris_1878_Italy_2.jpg,"ITALIE, — GROUPE II. — CLASSES 6 À 16. 005
Podesta (E.), professeur, à Arezzo. — Traité elémentaire d'agriculture; premiers éléments
d'agriculture pour les écoles elémentaires. E",Bologne,Bologna.
"25 L  HBosalhba (C.), architecte, à Avellino. — Projet d'un édifice scolaire municipal construità SantaMaria, CapuaVetere, ",Paris_1878_Italy_2.jpg,"ITALIE, — GROUPE II. — CLASSES 6 À 16. 005
Podesta (E.), professeur, à Arezzo. — Traité elémentaire d'agriculture; premiers éléments
d'agriculture pour les écoles elémentaires. E",Avellino,Avellino
"42 Santi (A.), à Murano (Venise). — Relations sur Jinstruction et l'éducation dans la commune de Murano. ",Paris_1878_Italy_2.jpg,"ITALIE, — GROUPE II. — CLASSES 6 À 16. 005
Podesta (E.), professeur, à Arezzo. — Traité elémentaire d'agriculture; premiers éléments
d'agriculture pour les écoles elémentaires. E",Murano,Murano (Venezia)
"38 Scaraviglia (T.), professeur, à GualdoTadino { Pérouse). — Dessins à l'aquarelle par lesélèves de l'école technique de GualdoTadino (album). ",Paris_1878_Italy_2.jpg,"ITALIE, — GROUPE II. — CLASSES 6 À 16. 005
Podesta (E.), professeur, à Arezzo. — Traité elémentaire d'agriculture; premiers éléments
d'agriculture pour les écoles elémentaires. E",GualdoTadino,Gualdo Tadino
"33 Société centrale ouvrière napolitaine, à Naples. — Dessins d'ornements,de figures, de géométrie, de machines (",Paris_1878_Italy_2.jpg,"ITALIE, — GROUPE II. — CLASSES 6 À 16. 005
Podesta (E.), professeur, à Arezzo. — Traité elémentaire d'agriculture; premiers éléments
d'agriculture pour les écoles elémentaires. E",Naples,Napoli
1 toile et ,Paris_1878_Italy_2.jpg,"ITALIE, — GROUPE II. — CLASSES 6 À 16. 005
Podesta (E.), professeur, à Arezzo. — Traité elémentaire d'agriculture; premiers éléments
d'agriculture pour les écoles elémentaires. E",,"Il nome della città in italiano è ""Torino""."
"4 albums). % Soli (P.), architecte, à Milan. — Projets d'écoles élémentaires. Sotis (D° J.), à Fondi (Caserte). — Conférences sur l'hygiène de l'habitant de la campagneet sur l'agriculture pratique. ",Paris_1878_Italy_2.jpg,"ITALIE, — GROUPE II. — CLASSES 6 À 16. 005
Podesta (E.), professeur, à Arezzo. — Traité elémentaire d'agriculture; premiers éléments
d'agriculture pour les écoles elémentaires. E",Milan,Milano.
"26 Thevenet (J.), à Milan. — Cours complet d'écriture (",Paris_1878_Italy_2.jpg,"ITALIE, — GROUPE II. — CLASSES 6 À 16. 005
Podesta (E.), professeur, à Arezzo. — Traité elémentaire d'agriculture; premiers éléments
d'agriculture pour les écoles elémentaires. E",Milan,Milano
5 modèles). ,Paris_1878_Italy_2.jpg,"ITALIE, — GROUPE II. — CLASSES 6 À 16. 005
Podesta (E.), professeur, à Arezzo. — Traité elémentaire d'agriculture; premiers éléments
d'agriculture pour les écoles elémentaires. E",,Milano
"44Æanetti (Abbs V.), directeur du Musée verrier et de l'école de dessin appliqué à laverrerie, à Murano (Venise). — Photographies des meilleurs types classiques qui setrouvent dans le musée; gravures du musée de l'industrie verrière et de l'école annexe.",Paris_1878_Italy_2.jpg,"ITALIE, — GROUPE II. — CLASSES 6 À 16. 005
Podesta (E.), professeur, à Arezzo. — Traité elémentaire d'agriculture; premiers éléments
d'agriculture pour les écoles elémentaires. E",laverrerie,Murano
"45 Zucchettià (A.), professeur, à Todi (Pérouse). — Dessins des élèves de l'école techniquede Todi (album). ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Todi,Todi.
"3i patte royale de SainteCécile à Rome, — Conti: deux melimes, Baiardi. — Morceaux de musique instrumentale, Barbieri (L., architecte), à Naples — Projet d'un collège de musique (album); projetd'une école à construire dans la province de Bari (album.) ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Rome,Bari
"34 Beceari Gualbezta (A.},à Bclogne. — La femme, publication périodique. ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Bclogne,Bologna
"46Bianchi, — L'Énéïde, opéraballet en quatre actes. Bossi (L.), professeur, à Milan. — Manuel théorique et pratique de tissage de la soie. ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Milan,Milano
"3Branzoli. — Compositions. Brumi, à Gênes, — Méthode de chant, Caputo (M.C.), professeur de chant, à Naples. — Manuel de chorodagogie. ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Gênes,Genova.
"17Carelli (B.), professeur de chant, à Naples. — Traité de l'art musical. ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Naples,Napoli
"48 Collége royal de musique à Palerme (M. Platania, directeur). — Compositions musicales. Daeei (J.), directeur de l Écols royale de musique, à Parme, — Grammaire musicale; méthode théorique pratique pour la lecture ct la division musicales; méthode th£orit que pratique d'hurmonie simple et compose, d'instrumentation, de contrepointe et de composition; Symphonie à grand orchestre. De CastroneNarchesi (M° M.), à Vienne. — L'art du chant. ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Palerme,Parme
"20 De Champ (H.), à Florence, — Guile théorique pratique pour l'interprétation et SERREtion des signes graphiques musicaux. De Michelis. — Compositions flûte et p'ano.  Faa di Bruno (Chevalier F.), à Turin. — Phasiscope, appareil pour expliquer la théosp des phases lunaires; appareil démonstratif du mouvement desnœuds et du Las gr àune. Ferrari (M",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Florence,Firenze
"4), à Bologne. — Messe des morts. jFlorimo (Commandeur F.) à Naples. — Méthode de chant. ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Bologne,Bologna.
"21 Furno (J.), à Naples. — Exercices pratiques d'harmonie adoptés au Conservatoire :de musique de Naples; cantates de Niccolo Porpora, avec accom de àl'usage des écoles de chant dudit Collège. Fe Ne] Gariboldi (Chevalier G. de Macerata), demeurant à Paris. — Petite école de: amusique d'ensemble et d'accompagnement. ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Naples,Napoli
"3 Garzia, chef de musique. — Fantaisies musicales. Giatti (D.) — Grande méthode théorique pratique progressive pour a an cornet ensi bémol; l'école de perfectionnement, appendice. ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",musique,Milano.
"24. Guereia (Chevalier A.), à Naples. — Méthode de chant adoptée par le Collége royal. ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Naples,Napoli.
25 HKrakamp (Chevalier E.)à Naples.— Méthode pour flûte cylindrique à la Boehm; méthodepour basson; méthode pour clarinette; méthode pour le solfége parlé collectif; méthodepour le solfége chanté et joué; cours complet de perfectionnement pour la flûte; drexercices caractéristiques pour élarinette. ,Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Naples,Napoli.
"2 Lombardimi (Chevalier J.),à Naples. — Cours complet de l'art du chant pour les voix demezzosoprano et de ténor. ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Naples,Milano
"28 Maglionimi (J.), à Florence. — Méthode graduée et illustrée d'orgue; vingt chœurs enforme de prélude pour orgue. ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Florence,Firenze.
"29 Majer (J.), à Udine. — Étude de dessin géométrique ornemental et décoration polychrome; études d’ornementation à deux teintes, à l'usage des institutsManeinelli. — Compositions. Ministère de l'instruction publique. — Matériel et illustrations de Toutgnement technique : ",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Udine,Udine
43e,Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",,Milano
"1. Dessins exécutés par les élèves des instituts techniques d'Alexandrie, d'Asti, de.Bergame, de Brescia, de Casale, de Castel etti, de Catane, de Côme, de Coni, detForli,de Jesi, de Livourne, de Mantoue, de Messine, de Milan, de Modëne, de Naples, deParme, de Pavie, de Pesaro, de Pérouse, de Plaisance, de Ravenne, de Salerne, de Savone, de Turin, d'Udine, de Venise, de Voghera; album de don exécutés _—.élèves des instituts techniques de Florence, de Gênes et de Padoue.",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Brescia,Catane
2. Cartons conlenant des dessins géométriques exécutés par les élèves de instituttechnique de Milan.,Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",instituttechnique,Milano.
3. Cartons contenant des dessins géométriques exécutés par les élèves des institutsnautiques de Gênes et de Naples; plan de Sorrente.,Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Gênes,Genova
"4. Cartons contenant des dessins de géométrie pratique et de topographie exécutés par:les élèves des instituts techniques d'Alexandrie, d'Asti, de Casale, de Castelletti, de Con,de Jesi, de Novare, de Pérouse, de Plaisance, de ReggioEmilia, d'Udine, de Viterbe.",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",géométrie,Asti
"5. Cartons contenant des dessins de constructions civiles et rurales exécutés par lesélèves des instituts techniques d'Alexandrie, d'Asti, de Casale, de Castelletti, de sotoue, de Naples, de Pérouse, de ReggioEmilia, de Turin, d'Udine, de Viterbe; dessinsde constructions civiles et rurales exécutés par les élèves de l'institut technique de Turix.",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",constructions,Napoli.
6. Carton contenant les dessins de machines exécutés par les élèves des instituts tech,Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",machines,Milano
"ï 6 Jesi. de Naples, de Turin, d'Udine; album de dessins de machines de l'instituttechnique de Pesaro.",Paris_1878_Italy_3.jpg,"606 ITALIE. — GROUPE II. — CLASSES 6 À 16.
De Sancetis. — Composition musicale.",Naples,Pesaro.
"7. Carton contenant des dessins de machines, exécutés par les élèves des instituts nautiques de Naples; plan de Sorrente; album de dessins de machines de l'institut nautiquede Livourne.",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",machines,Napoli
"8. Cartons contenant les dessins d'hydrographie exécutés par les élèves des institutsnautiques de Camogli, de Gênes, de Livourne, de Naples; plan de Sorrente,",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",Camogli,Napoli
"9. Carton contenant les dessins de constructions navales exécutés par les élèves desinstituts nautiques d'Ancône, de Chioggia, de Gênes, de Naples; plan de Sorrente.",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",constructions,Ancona
10. École nautique d'Ancône; modèle de navire.,Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",navire,Ancona.
"11. Mancui (P.), professeur enseignant l'histoire naturelle à l'institut technique deFlorénce : cinq vitrines contenant des modèles en cire,",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",l,Firenze
"12. Carton contenant les dessins exécutés dans les écoles des arts et métiers; Florence,écoie de sculpture sur bois, deux albums; Iglesias, école des mines: album; SestoFiorentino, école des arts et métiers: petite caisse, album.",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",sculpture,Firenze
"13. Modëles : école pour les ouvriers, à Padoue; ferme en bois et en fer exécutée parl'élève Vignon; ferme pour la construction d'un arc à plein cintre, exécutée par l'élèveNardin; ferme pour la construction d’un arc elliptique exécutée par l'élève Nardin; fermepour la construction d’un arc exécutée par l'élève Nardin; charpente d’un couvert exécutéepar l'élève Vignon; échelle de bois exécutée par l'élève Vignon.",Paris_1878_Italy_4.jpg,"ITALIE, — GROUPE IL — CLASSES 6 À 16. 007",Padoue,"La città italiana menzionata nella stringa è ""Padova""."
"14. École de sculpture sur bois, à Florence : bois sculptés de l'école du professeurGaïani, exécutés par les élèves Giunti, Gori, Piccardi, Cozzi, Pieri, Biondi; sculpturessur bois de l'école du professeur Romanelli, exécutées par les élèves Frassinelli, Randelli, Massi, Gazzini, F'rassineti. Modèles de constructions n° ",Paris_1878_Italy_5.jpg,608 ITALIE. — GROUPE Ii. — CLASSES 6 À 10.,Florence,Firenze
"7; modèles en plâtre exécutés par les élèves Nenciolini,Sborgi, Marucelli, Andorlini, Cal",Paris_1878_Italy_5.jpg,608 ITALIE. — GROUPE Ii. — CLASSES 6 À 10.,,Firenze.
"6, Bartolini. Une monographie est jointe à la collection. Matériel et illustrations de l’enseignement secondaire et de gymnastique, savoir :machines et appareils destinés à l'enseignement de la physique pour un cabinet de lycée;colléction de livres de texte employés dans les écoles secondaires; une petite collection decartes géographiques; modèles de dessins d'édifices et d'appareils de gymnastique, soitpour les ecoles primaires, soit pour les écoles secondaires. Une monographie est jointe à la collection Momaximi. — Travail vocal. ;Mongé (J.), à Mantoue. — Atlas historiographique d'Italie. ",Paris_1878_Italy_5.jpg,608 ITALIE. — GROUPE Ii. — CLASSES 6 À 10.,la,Mantova
"4 Morandi (G., professeur) à Milan. — L'art de la décoration; la villa Adriana; spécimend'une nouvelle méthode d’unification et concordance des quatre évangiles. ",Paris_1878_Italy_5.jpg,608 ITALIE. — GROUPE Ii. — CLASSES 6 À 10.,Milan,Milano
"6Morisomi. — Compositions sacrées et profanes. Municipalité de Rome et Polacco (lJ.), directeur de l'enseignement de lagymnastique dans les écoles communales. — Dessins du gymnase communal; modèle dumême gymnase. ",Paris_1878_Italy_5.jpg,608 ITALIE. — GROUPE Ii. — CLASSES 6 À 10.,Rome,Roma.
"45 Oddo (P.), à Palerme. — Grammaire de la langue musicale. ",Paris_1878_Italy_5.jpg,608 ITALIE. — GROUPE Ii. — CLASSES 6 À 10.,Palerme,Palermo.
"27 Paravia (J.B.), à Turin. — Globe terrestre et céleste; petite machine démontrant larotation de la terre; sphère planétaire et armillaire; carte des courants marins et deslignes isothermiques; topographie (auteur, Tirone); tableau de minéralogie (auteur,Bellardi); perspective de Gallo et ornement de Marmelli, albums; modèles et photographies pour l'étude de l'ornement; nomenclature géométrique (figures et tableaux). ",Paris_1878_Italy_5.jpg,608 ITALIE. — GROUPE Ii. — CLASSES 6 À 10.,Turin,Torino
"2 Parenoci. — Composition sacrée, Petochi. — Compositions pour orchestre. Pinchetti (P.), à Côme. — Cours théorique et pratique pour la fabrication des étoffes desoie, ouvrage pourvu d'échantillons types en majeure partie expressément fabriqués parauteur pour l'illustration de son cours, ",Paris_1878_Italy_5.jpg,608 ITALIE. — GROUPE Ii. — CLASSES 6 À 10.,Côme,Como
"8 Platania (P.), professeur, directeur du Collège royal de musique, à Palerme. — Traitérationnel pratique d'harmonie, suivi d'un cours de contrepoint. — Cours complet defagues, ",Paris_1878_Italy_5.jpg,608 ITALIE. — GROUPE Ii. — CLASSES 6 À 10.,Palerme,Palerme
