,text,source,class,location
82,"2. Marth (Simon), à Vienne, Gar",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Vienne
83,"49. — Presse à copier. L. inarie (Michel), à EsteggfEsolavonie), — Reliures.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",copier
84,"2. Nachimann (Jacques), à Sedletz(Bohême). — Imprimés transformés enpapierparchemin reliés aveo de lacolle à la caséine.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Sedletz
85,"23. Mejedly (Jean), à Ottakring,près Vienne. — Cartes à jouer imperinéables._",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Ottakring
86,"24. Micolieh (Dr George), à Trieste(Littoral). — Papiers.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Trieste
87,"%. Opiés (Ferdinand), à Prague(Bohême). — Cachets à l'anglaise ettableau d'échantillons.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Prague
88,"26. Piette (P.), à VorderOvenes,Kaisermühle (Bohôme), — Papier pourcigarettes, blanc et en couleur,",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",VorderOvenes
89,"#1. Posner (CharlesLouis), à Pesth(Hongrie). — Livres de commerce etd'industrie, réglés et reliés, reliuresdo luxe.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Pesth
90,"28. Prodnigg (Frédéric), à Rätschach, près Steinbrück (Styrie), —Papiers et cartons.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Rätschach
91,"%. Purkert (Joseph), à Weisskircb, près Teplita (Bohôme), —Papi#roarlon.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Weisskircb
92,"30. Mabe (Auguste), à Gratz (Styrie).—Oire à cacheter, livres de eemmerce.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Gratz
93,"81. Bogen  (Ignacc), à Vienne,Brauner strasse, ",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Vienne
94,6. — Cartons.,Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",
95,"32. Meilohl (Matthias), à Vienne,ObereBrauhsus gass",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Vienne
96,"6, ",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",
97,"49, — Etuis domathématiques.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",
98,"88. Bicbter (AugusteFrédéric), àVienne, Lange gesse, ",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Vienne
99,17. — Cire àcacheter.,Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",cacheter
100,"84. Ritter de Zahony (Hector), àPodgors, près Gorice (Littoral). — Papiers.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Podgors
101,"36. Rôder(G.) et Cie, à Marsehendorf, près Frautensu (Bohême). —Papiers à letre, à écrire; papiercarton.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Marsehendorf
102,"36. Mollinget (F), à Vienne. —Reliures et papier réglé.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Vienne
103,"37. Rott(V.F.), à Prague (Bah@me).— Couleurs d'aquarelle.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Prague
104,"38. Schnabl (lacques) et Cie, àVienne, — Papier à cigarettes.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",cigarettes
105,"39. Senffé (François), à Prague(Bobôme). — Reliures, ",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Prague
106,"1aisselg, livresde commerce.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",
107,"40. Seraachin (Grégoire), à Ravigao (Littoral). — Reliures.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Ravigao
108,"4. Smith Meynier, à Fiumo(Littoral hongrois). — Papier à lamécanique,",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Fiumo
109,"43. Saramer (Léopold), à Vienne,Alser strasse. — Papiers.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Vienne
110,"43. Sottocerona (Thomas), à Dignano (Littoral). — Encres.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Dignano
111,"4. Syré (A.F.) et neveu, à Vicnne.— Armes et monogramimnes.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Vicnne
112,"4#. Toplls Welchselberger, àPesth (Hongrie). — Cire à cacheler etplumes d'oie.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",cacheler
113,"4. Trentsensky (Mathias), àVienne, Dom gasse, ",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Vienne
114,2. — Livres docommerce et carnets.,Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",
115,"47. Wüsler (Jean), à Marbourg(Styrie). — Couleur à l'eau.",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Marbourg
116,"48. Zawadil (E., à Vienne, Lallg",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",Vienne
117,"3559, ",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",
118,"6. — Papiers et cartons,",Paris1867_Austria_2.jpg,"CLASSE 7. — OMRETS DE PAPETERIE;
RELIURES ; MATÉRIEL DES ARTS DE LA
PEINTURE ET DU DESSIN,",
119,"4. Bartling (E.M), à Brody (Gallicie).— Porteplumes en ivoire. ®. Batsche (Antoine), à Vienne,Neustift gasse, ",Paris1867_Austria_2.jpg,"CLASSE 8, = APPLICATIONS DU DESSIN
ET DE LA PLAGTIQUE AUX ARTS
USUELS.",Brody
120,75. = Dessus de tableen pierre et plaque d'acier gravée.,Paris1867_Austria_2.jpg,"CLASSE 8, = APPLICATIONS DU DESSIN
ET DE LA PLAGTIQUE AUX ARTS
USUELS.",
121,"8. Brunner (Joseph), à Vienne. —Bustes et figures de cire.",Paris1867_Austria_2.jpg,"CLASSE 8, = APPLICATIONS DU DESSIN
ET DE LA PLAGTIQUE AUX ARTS
USUELS.",Vienne
122,"4. Casaieh (Edouard), à Trieste(Littoral). — Bague ciselés.",Paris1867_Austria_2.jpg,"CLASSE 8, = APPLICATIONS DU DESSIN
ET DE LA PLAGTIQUE AUX ARTS
USUELS.",Trieste
123,"5. Daxer (Jacques), à Strasswalchen (Salzbourg). — Hautrelief sculpteen bois.",Paris1867_Austria_2.jpg,"CLASSE 8, = APPLICATIONS DU DESSIN
ET DE LA PLAGTIQUE AUX ARTS
USUELS.",Strasswalchen
124,"6. drak (A), à Cracovie (Gallicie). — Dessins pour xylographie,vue de l'autel de l'église de BaintFlorian, à Cracovie.",Paris1867_Austria_2.jpg,"CLASSE 8, = APPLICATIONS DU DESSIN
ET DE LA PLAGTIQUE AUX ARTS
USUELS.",Cracovie
125,"7. Fasol (Charles), à Vienne, ",Paris1867_Austria_2.jpg,"CLASSE 8, = APPLICATIONS DU DESSIN
ET DE LA PLAGTIQUE AUX ARTS
USUELS.",Vienne
126,8chotterhof. — Dessins d'ornements pourimprimeurs et fondours en caractères.,Paris1867_Austria_2.jpg,"CLASSE 8, = APPLICATIONS DU DESSIN
ET DE LA PLAGTIQUE AUX ARTS
USUELS.",
